timestamp,c_sht,h_sht,c_bme,p_bme,h_bme,c_lm,lux_diode
1713546851,20.36164,56.60487,18.62,1002.88,48.62,21.43603,2.197299
1713546861,20.4017,56.64302,18.63,1002.90,48.60,21.35546,2.197299
1713546871,20.37499,56.6186,18.63,1002.93,48.50,21.35546,2.197299
1713546881,20.38834,56.60945,18.62,1002.92,48.45,21.35546,2.221714
1713546891,20.38834,56.62928,18.63,1002.95,48.53,21.35546,2.221714
1713546901,20.37499,56.68269,18.62,1002.89,48.47,21.27489,2.197299
1713546911,20.38834,56.59724,18.62,1002.89,48.54,21.35546,2.197299
1713546921,20.37499,56.67048,18.63,1002.87,48.46,21.35546,2.197299
1713546931,20.37499,56.63844,18.62,1002.94,48.41,21.27489,2.221714
1713546941,20.37499,56.63844,18.62,1002.92,48.51,21.43603,2.197299
1713546951,20.38834,56.62928,18.62,1002.94,48.53,21.27489,2.221714
1713546961,20.37499,56.62776,18.63,1002.90,48.60,21.43603,2.221714
1713546971,20.38834,56.62928,18.63,1002.84,48.47,21.43603,2.221714
1713546981,20.4017,56.67506,18.63,1002.94,48.47,21.35546,2.197299
1713546991,20.37499,56.69337,18.63,1002.97,48.49,21.35546,2.221714
1713547001,20.38834,56.67353,18.63,1002.97,48.45,21.35546,2.197299
1713547011,20.38834,56.66438,18.63,1002.95,48.45,21.35546,2.221714
1713547021,20.38834,56.65065,18.63,1002.95,48.53,21.35546,2.197299
1713547031,20.36164,56.6598,18.62,1002.91,48.47,21.43603,2.221714
1713547041,20.36164,56.67964,18.62,1002.89,48.51,21.43603,2.221714
1713547051,20.37499,56.68269,18.63,1002.90,48.44,21.35546,2.221714
1713547061,20.38834,56.66438,18.62,1002.83,48.44,21.35546,2.197299
1713547071,20.4017,56.62318,18.63,1002.87,48.36,21.27489,2.197299
1713547081,20.37499,56.62776,18.61,1002.87,48.47,21.35546,2.197299
1713547091,20.36164,56.63691,18.62,1002.88,48.52,21.35546,2.221714
1713547101,20.34562,56.62318,18.62,1002.86,48.51,21.27489,2.197299
1713547111,20.37499,56.67048,18.61,1002.87,48.52,21.43603,2.221714
1713547121,20.38834,56.5652,18.62,1002.85,48.52,21.35546,2.197299
1713547131,20.38834,56.60945,18.61,1002.87,48.46,21.35546,2.197299
1713547141,20.38834,56.65065,18.62,1002.85,48.56,21.43603,2.197299
1713547151,20.38834,56.66438,18.62,1002.83,48.53,21.35546,2.197299
1713547161,20.37499,56.62776,18.62,1002.86,48.46,21.35546,2.197299
1713547171,20.36164,56.63691,18.62,1002.85,48.43,21.27489,2.197299
1713547181,20.37499,56.67048,18.61,1002.87,48.58,21.35546,2.221714
1713547191,20.34562,56.67811,18.62,1002.86,48.57,21.35546,2.197299
1713547201,20.38834,56.66438,18.61,1002.87,48.45,21.43603,2.197299
1713547211,20.37499,56.70253,18.62,1002.91,48.62,21.35546,2.221714
1713547221,20.36164,56.69184,18.62,1002.88,48.48,21.43603,2.221714
1713547231,20.34562,56.64302,18.62,1002.83,48.67,21.35546,2.197299
1713547241,20.37499,56.64759,18.62,1002.85,48.70,21.35546,2.197299
1713547251,20.36164,56.6598,18.62,1002.92,48.52,21.43603,2.197299
1713547261,20.36164,56.67964,18.63,1002.96,48.49,21.27489,2.197299
1713547271,20.36164,56.6598,18.62,1002.85,48.62,21.35546,2.221714
1713547281,20.38834,56.60945,18.63,1002.90,48.44,21.35546,2.197299
1713547291,20.4017,56.68727,18.62,1002.89,48.64,21.35546,2.221714
1713547301,20.36164,56.72389,18.62,1002.86,48.46,21.27489,2.197299
1713547311,20.33227,56.69642,18.62,1002.83,48.50,21.43603,2.197299
1713547321,20.37499,56.64759,18.62,1002.88,48.60,21.35546,2.221714
1713547331,20.36164,56.67964,18.62,1002.88,48.45,21.35546,2.197299
1713547341,20.37499,56.67048,18.63,1002.84,48.46,21.35546,2.197299
1713547351,20.36164,56.67964,18.62,1002.77,48.57,21.35546,2.197299
1713547361,20.37499,56.67048,18.62,1002.88,48.44,21.35546,2.221714
1713547371,20.36164,56.71473,18.62,1002.86,48.40,21.27489,2.197299
1713547381,20.33227,56.67506,18.62,1002.89,48.46,21.35546,2.197299
1713547391,20.34562,56.67811,18.61,1002.87,48.52,21.35546,2.197299
1713547401,20.37499,56.70253,18.61,1002.87,48.49,21.43603,2.221714
1713547411,20.34562,56.63386,18.61,1002.85,48.47,21.35546,2.221714
1713547421,20.34562,56.67811,18.62,1002.85,48.58,21.35546,2.221714
1713547431,20.36164,56.701,18.62,1002.85,48.53,21.27489,2.221714
1713547441,20.37499,56.70253,18.61,1002.81,48.50,21.43603,2.221714
1713547451,20.37499,56.63844,18.61,1002.82,48.58,21.35546,2.221714
1713547461,20.36164,56.69184,18.62,1002.88,48.62,21.35546,2.221714
1713547471,20.36164,56.72389,18.6,1002.88,48.59,21.35546,2.197299
1713547481,20.36164,56.73457,18.61,1002.93,48.55,21.35546,2.197299
1713547491,20.36164,56.74372,18.62,1002.89,48.52,21.51659,2.197299
1713547501,20.34562,56.65522,18.61,1002.93,48.49,21.27489,2.197299
1713547511,20.36164,56.63691,18.61,1002.93,48.52,21.35546,2.221714
1713547521,20.36164,56.63691,18.61,1002.92,48.59,21.35546,2.221714
1713547531,20.34562,56.6659,18.6,1002.91,48.59,21.43603,2.221714
1713547541,20.34562,56.71016,18.6,1002.85,48.56,21.27489,2.197299
1713547551,20.34562,56.7422,18.6,1002.88,48.45,21.35546,2.221714
1713547561,20.36164,56.72389,18.6,1002.90,48.56,21.51659,2.197299
1713547571,20.34562,56.67811,18.6,1002.85,48.55,21.27489,2.197299
1713547581,20.33227,56.58809,18.59,1002.89,48.49,21.43603,2.221714
1713547591,20.33227,56.69642,18.58,1002.84,48.52,21.35546,2.197299
1713547601,20.36164,56.701,18.59,1002.91,48.57,21.35546,2.221714
1713547611,20.37499,56.64759,18.59,1002.89,48.50,21.35546,2.197299
1713547621,20.34562,56.60029,18.59,1002.92,48.56,21.35546,2.197299
1713547631,20.36164,56.71473,18.59,1002.92,48.59,21.43603,2.197299
1713547641,20.34562,56.69795,18.59,1002.92,48.43,21.35546,2.221714
1713547651,20.33227,56.77424,18.59,1002.92,48.52,21.35546,2.221714
1713547661,20.33227,56.7071,18.6,1002.93,48.48,21.35546,2.197299
1713547671,20.31892,56.73762,18.59,1002.87,48.38,21.35546,2.221714
1713547681,20.36164,56.67964,18.6,1002.90,48.44,21.27489,2.197299
1713547691,20.34562,56.73304,18.59,1002.92,48.40,21.35546,2.221714
1713547701,20.33227,56.71931,18.59,1002.94,48.52,21.35546,2.221714
1713547711,20.36164,56.701,18.59,1002.87,48.59,21.35546,2.221714
1713547721,20.34562,56.65522,18.59,1002.89,48.65,21.27489,2.221714
1713547731,20.34562,56.69795,18.59,1002.81,48.59,21.27489,2.246128
1713547741,20.33227,56.7071,18.59,1002.94,48.65,21.35546,2.221714
1713547751,20.33227,56.68727,18.59,1002.89,48.54,21.43603,2.197299
1713547761,20.34562,56.6659,18.59,1002.89,48.52,21.35546,2.221714
1713547771,20.34562,56.67811,18.59,1002.89,48.50,21.43603,2.197299
1713547781,20.33227,56.75135,18.59,1002.95,48.63,21.35546,2.197299
1713547791,20.34562,56.78798,18.58,1002.93,48.58,21.35546,2.221714
1713547801,20.36164,56.77882,18.59,1002.95,48.60,21.35546,2.197299
1713547811,20.36164,56.74372,18.58,1002.87,48.58,21.35546,2.221714
1713547821,20.33227,56.73915,18.57,1002.89,48.57,21.35546,2.221714
1713547831,20.34562,56.73304,18.58,1002.88,48.58,21.43603,2.197299
1713547841,20.34562,56.6659,18.57,1002.92,48.62,21.27489,2.221714
1713547851,20.34562,56.73304,18.57,1002.92,48.54,21.27489,2.221714
1713547861,20.36164,56.76966,18.58,1002.95,48.52,21.35546,2.197299
1713547871,20.31892,56.77119,18.57,1003.00,48.59,21.43603,2.221714
1713547881,20.34562,56.75288,18.57,1002.96,48.53,21.35546,2.221714
1713547891,20.34562,56.73304,18.56,1002.96,48.62,21.43603,2.221714
1713547901,20.33227,56.69642,18.57,1002.94,48.61,21.43603,2.221714
1713547911,20.33227,56.7071,18.57,1002.91,48.72,21.35546,2.197299
1713547921,20.36164,56.74372,18.57,1002.89,48.51,21.27489,2.197299
1713547931,20.30289,56.7895,18.58,1002.88,48.56,21.35546,2.197299
1713547941,20.36164,56.73457,18.58,1002.95,48.57,21.43603,2.221714
1713547951,20.34562,56.68879,18.57,1002.97,48.57,21.27489,2.221714
1713547961,20.36164,56.71473,18.58,1002.95,48.62,21.35546,2.221714
1713547971,20.31892,56.7071,18.58,1002.91,48.67,21.27489,2.221714
1713547981,20.34562,56.7422,18.58,1002.88,48.61,21.35546,2.197299
1713547991,20.31892,56.77119,18.57,1002.92,48.67,21.27489,2.197299
1713548001,20.31892,56.7834,18.56,1002.90,48.57,21.27489,2.221714
1713548011,20.33227,56.78492,18.57,1002.89,48.62,21.43603,2.221714
1713548021,20.33227,56.78492,18.57,1002.92,48.59,21.27489,2.221714
1713548031,20.31892,56.73762,18.57,1002.89,48.62,21.27489,2.221714
1713548041,20.31892,56.67353,18.56,1002.87,48.53,21.35546,2.221714
1713548051,20.34562,56.68879,18.57,1002.94,48.63,21.35546,2.197299
1713548061,20.31892,56.77119,18.56,1002.86,48.64,21.27489,2.221714
1713548071,20.36164,56.72389,18.56,1002.92,48.67,21.35546,2.221714
1713548081,20.33227,56.77424,18.58,1002.90,48.58,21.27489,2.221714
1713548091,20.33227,56.77424,18.58,1002.91,48.74,21.27489,2.221714
1713548101,20.33227,56.78492,18.58,1002.90,48.63,21.27489,2.221714
1713548111,20.34562,56.76509,18.58,1002.93,48.72,21.35546,2.197299
1713548121,20.33227,56.76204,18.58,1002.85,48.55,21.35546,2.197299
1713548131,20.30289,56.84444,18.59,1002.89,48.49,21.35546,2.221714
1713548141,20.36164,56.83375,18.59,1002.84,48.57,21.35546,2.221714
1713548151,20.31892,56.79255,18.58,1002.93,48.56,21.35546,2.221714
1713548161,20.30289,56.76966,18.58,1002.91,48.54,21.27489,2.221714
1713548171,20.30289,56.84444,18.58,1002.88,48.58,21.27489,2.197299
1713548181,20.33227,56.78492,18.57,1002.94,48.58,21.11376,2.221714
1713548191,20.34562,56.77577,18.57,1002.89,48.61,21.27489,2.221714
1713548201,20.33227,56.80629,18.58,1002.93,48.61,21.35546,2.197299
1713548211,20.33227,56.78492,18.57,1002.92,48.66,21.35546,2.197299
1713548221,20.31892,56.82612,18.57,1002.89,48.58,21.35546,2.221714
1713548231,20.34562,56.77577,18.58,1002.93,48.58,21.19432,2.221714
1713548241,20.31892,56.76204,18.58,1002.93,48.67,21.27489,2.221714
1713548251,20.31892,56.72847,18.57,1002.89,48.64,21.35546,2.197299
1713548261,20.34562,56.7422,18.57,1002.84,48.58,21.35546,2.221714
1713548271,20.33227,56.71931,18.57,1002.88,48.66,21.27489,2.197299
1713548281,20.34562,56.76509,18.57,1002.94,48.64,21.27489,2.197299
1713548291,20.34562,56.69795,18.57,1002.91,48.70,21.35546,2.197299
1713548301,20.31892,56.72847,18.57,1002.94,48.70,21.35546,2.221714
1713548311,20.33227,56.76204,18.57,1002.89,48.74,21.27489,2.221714
1713548321,20.33227,56.80629,18.56,1002.87,48.71,21.43603,2.221714
1713548331,20.31892,56.81544,18.57,1002.86,48.66,21.43603,2.221714
1713548341,20.33227,56.79408,18.56,1002.85,48.61,21.27489,2.221714
1713548351,20.30289,56.7895,18.57,1002.96,48.61,21.35546,2.197299
1713548361,20.31892,56.77119,18.57,1002.91,48.57,21.27489,2.197299
1713548371,20.33227,56.7071,18.56,1002.93,48.66,21.35546,2.197299
1713548381,20.30289,56.72541,18.56,1002.90,48.65,21.27489,2.221714
1713548391,20.36164,56.74372,18.56,1002.89,48.64,21.35546,2.221714
1713548401,20.31892,56.75135,18.56,1002.96,48.72,21.35546,2.197299
1713548411,20.31892,56.75135,18.57,1002.92,48.61,21.43603,2.221714
1713548421,20.31892,56.73762,18.57,1002.89,48.63,21.35546,2.197299
1713548431,20.31892,56.75135,18.58,1002.87,48.64,21.43603,2.221714
1713548441,20.31892,56.77119,18.58,1002.93,48.63,21.35546,2.221714
1713548451,20.31892,56.75135,18.56,1002.93,48.63,21.35546,2.221714
1713548461,20.31892,56.73762,18.57,1002.94,48.63,21.27489,2.221714
1713548471,20.31892,56.80629,18.56,1002.96,48.62,21.35546,2.197299
1713548481,20.33227,56.81697,18.57,1002.91,48.62,21.27489,2.221714
1713548491,20.31892,56.7834,18.56,1002.96,48.59,21.35546,2.197299
1713548501,20.31892,56.7834,18.57,1002.91,48.65,21.27489,2.197299
1713548511,20.31892,56.77119,18.56,1002.96,48.76,21.35546,2.197299
1713548521,20.31892,56.77119,18.57,1002.94,48.72,21.35546,2.197299
1713548531,20.31892,56.77119,18.57,1002.94,48.64,21.27489,2.221714
1713548541,20.30289,56.72541,18.57,1002.97,48.66,21.27489,2.221714
1713548551,20.31892,56.7834,18.56,1002.96,48.69,21.35546,2.197299
1713548561,20.33227,56.78492,18.57,1002.91,48.59,21.35546,2.197299
1713548571,20.31892,56.83528,18.56,1002.89,48.71,21.27489,2.197299
1713548581,20.31892,56.73762,18.56,1002.89,48.74,21.27489,2.221714
1713548591,20.31892,56.80629,18.56,1002.95,48.67,21.35546,2.197299
1713548601,20.33227,56.80629,18.56,1002.95,48.67,21.43603,2.197299
1713548611,20.34562,56.82002,18.56,1002.92,48.78,21.35546,2.197299
1713548621,20.31892,56.80629,18.56,1002.96,48.65,21.27489,2.221714
1713548631,20.33227,56.78492,18.56,1002.97,48.64,21.35546,2.197299
1713548641,20.30289,56.80323,18.56,1002.96,48.61,21.35546,2.221714
1713548651,20.30289,56.7895,18.56,1002.93,48.60,21.27489,2.197299
1713548661,20.31892,56.73762,18.56,1002.98,48.76,21.35546,2.197299
1713548671,20.31892,56.80629,18.56,1002.94,48.72,21.11376,2.197299
1713548681,20.31892,56.79255,18.56,1003.01,48.61,21.27489,2.221714
1713548691,20.34562,56.77577,18.56,1002.94,48.61,21.27489,2.221714
1713548701,20.31892,56.77119,18.56,1003.00,48.67,21.35546,2.197299
1713548711,20.28954,56.7895,18.56,1003.00,48.65,21.35546,2.221714
1713548721,20.31892,56.81544,18.56,1003.00,48.55,21.43603,2.221714
1713548731,20.31892,56.80629,18.56,1003.00,48.62,21.27489,2.221714
1713548741,20.31892,56.79255,18.56,1002.98,48.63,21.11376,2.221714
1713548751,20.33227,56.77424,18.56,1003.01,48.74,21.27489,2.221714
1713548761,20.33227,56.77424,18.56,1003.01,48.72,21.43603,2.221714
1713548771,20.31892,56.80629,18.56,1003.01,48.68,21.35546,2.221714
1713548781,20.31892,56.80629,18.56,1003.04,48.70,21.27489,2.221714
1713548791,20.33227,56.79408,18.56,1002.98,48.68,21.27489,2.197299
1713548801,20.31892,56.77119,18.56,1003.01,48.66,21.35546,2.221714
1713548811,20.31892,56.77119,18.56,1002.97,48.73,21.43603,2.221714
1713548821,20.31892,56.73762,18.56,1003.01,48.63,21.35546,2.197299
1713548831,20.31892,56.72847,18.56,1003.04,48.60,21.35546,2.221714
1713548841,20.30289,56.80323,18.56,1003.03,48.59,21.43603,2.221714
1713548851,20.33227,56.72999,18.57,1003.07,48.61,21.27489,2.197299
1713548861,20.31892,56.69642,18.56,1003.03,48.64,21.35546,2.221714
1713548871,20.30289,56.7483,18.56,1003.01,48.73,21.35546,2.221714
1713548881,20.28954,56.77882,18.56,1003.09,48.66,21.27489,2.221714
1713548891,20.31892,56.7834,18.57,1003.10,48.59,21.43603,2.221714
1713548901,20.31892,56.82612,18.56,1003.12,48.72,21.35546,2.197299
1713548911,20.31892,56.75135,18.56,1003.12,48.65,21.27489,2.221714
1713548921,20.31892,56.84749,18.56,1003.12,48.62,21.43603,2.197299
1713548931,20.33227,56.73915,18.56,1003.08,48.70,21.35546,2.197299
1713548941,20.30289,56.81239,18.56,1003.11,48.74,21.43603,2.221714
1713548951,20.33227,56.81697,18.56,1003.05,48.62,21.27489,2.221714
1713548961,20.31892,56.79255,18.56,1003.11,48.65,21.27489,2.221714
1713548971,20.30289,56.80323,18.56,1003.13,48.62,21.27489,2.221714
1713548981,20.31892,56.80629,18.55,1003.07,48.62,21.35546,2.221714
1713548991,20.31892,56.76204,18.55,1003.07,48.63,21.43603,2.197299
1713549001,20.28954,56.77882,18.55,1003.09,48.74,21.35546,2.197299
1713549011,20.33227,56.80629,18.56,1003.10,48.69,21.43603,2.221714
1713549021,20.30289,56.78035,18.56,1003.10,48.65,21.27489,2.221714
1713549031,20.33227,56.80629,18.56,1003.10,48.57,21.27489,2.221714
1713549041,20.33227,56.71931,18.56,1003.14,48.70,21.43603,2.221714
1713549051,20.33227,56.80629,18.56,1003.15,48.77,21.35546,2.197299
1713549061,20.31892,56.79255,18.56,1003.10,48.75,21.35546,2.197299
1713549071,20.28954,56.77882,18.57,1003.10,48.64,21.27489,2.221714
1713549081,20.33227,56.81697,18.56,1003.06,48.62,21.43603,2.221714
1713549091,20.31892,56.82612,18.56,1003.06,48.51,21.35546,2.197299
1713549101,20.33227,56.86122,18.57,1003.07,48.68,21.27489,2.221714
1713549111,20.30289,56.83375,18.57,1003.05,48.69,21.35546,2.197299
1713549121,20.30289,56.78035,18.57,1003.08,48.64,21.27489,2.221714
1713549131,20.30289,56.8246,18.57,1003.13,48.56,21.27489,2.197299
1713549141,20.30289,56.7895,18.57,1003.13,48.62,21.35546,2.221714
1713549151,20.30289,56.7483,18.57,1003.13,48.61,21.35546,2.221714
1713549161,20.28954,56.76661,18.56,1003.05,48.59,21.35546,2.197299
1713549171,20.31892,56.77119,18.56,1003.14,48.59,21.35546,2.197299
1713549181,20.30289,56.76966,18.56,1003.14,48.62,21.35546,2.197299
1713549191,20.30289,56.76966,18.56,1003.14,48.68,21.27489,2.197299
1713549201,20.30289,56.7483,18.57,1003.13,48.56,21.35546,2.221714
1713549211,20.28954,56.74678,18.56,1003.17,48.73,21.27489,2.197299
1713549221,20.30289,56.7483,18.56,1003.17,48.77,21.27489,2.221714
1713549231,20.33227,56.76204,18.57,1003.12,48.62,21.35546,2.221714
1713549241,20.31892,56.77119,18.56,1003.06,48.64,21.27489,2.197299
1713549251,20.30289,56.78035,18.57,1003.10,48.65,21.27489,2.221714
1713549261,20.30289,56.7483,18.57,1003.12,48.57,21.27489,2.221714
1713549271,20.28954,56.7895,18.56,1003.11,48.62,21.27489,2.197299
1713549281,20.30289,56.8246,18.56,1003.20,48.65,21.35546,2.197299
1713549291,20.30289,56.8246,18.56,1003.16,48.65,21.35546,2.221714
1713549301,20.28954,56.81086,18.56,1003.17,48.76,21.27489,2.221714
1713549311,20.30289,56.78035,18.57,1003.12,48.66,21.27489,2.221714
1713549321,20.30289,56.80323,18.57,1003.12,48.50,21.27489,2.221714
1713549331,20.30289,56.76966,18.56,1003.14,48.58,21.27489,2.197299
1713549341,20.27619,56.79866,18.57,1003.15,48.68,21.35546,2.221714
1713549351,20.30289,56.76966,18.56,1003.11,48.60,21.35546,2.197299
1713549361,20.31892,56.7834,18.56,1003.09,48.61,21.27489,2.221714
1713549371,20.30289,56.76966,18.56,1003.10,48.69,21.27489,2.197299
1713549381,20.28954,56.77882,18.56,1003.15,48.65,21.11376,2.221714
1713549391,20.27619,56.79866,18.56,1003.06,48.73,21.35546,2.221714
1713549401,20.27619,56.78798,18.56,1003.08,48.69,21.27489,2.221714
1713549411,20.28954,56.7895,18.56,1003.06,48.74,21.27489,2.197299
1713549421,20.30289,56.73457,18.56,1003.07,48.73,21.27489,2.221714
1713549431,20.31892,56.71626,18.55,1003.12,48.71,21.35546,2.221714
1713549441,20.30289,56.76051,18.55,1003.15,48.56,21.27489,2.221714
1713549451,20.28954,56.75746,18.55,1003.14,48.69,21.27489,2.197299
1713549461,20.27619,56.77882,18.55,1003.11,48.65,21.35546,2.197299
1713549471,20.30289,56.76966,18.55,1003.15,48.65,21.35546,2.221714
1713549481,20.30289,56.80323,18.55,1003.14,48.64,21.35546,2.221714
1713549491,20.28954,56.73457,18.55,1003.09,48.66,21.35546,2.221714
1713549501,20.34562,56.8307,18.55,1003.09,48.67,21.27489,2.197299
1713549511,20.30289,56.83375,18.54,1003.12,48.74,21.27489,2.197299
1713549521,20.30289,56.84444,18.54,1003.10,48.65,21.35546,2.221714
1713549531,20.28954,56.8658,18.53,1003.12,48.65,21.35546,2.197299
1713549541,20.28954,56.84444,18.53,1003.01,48.63,21.11376,2.221714
1713549551,20.28954,56.82154,18.54,1003.07,48.62,21.27489,2.197299
1713549561,20.30289,56.78035,18.54,1003.04,48.71,21.27489,2.221714
1713549571,20.28954,56.7895,18.56,1003.10,48.63,21.35546,2.197299
1713549581,20.28954,56.80171,18.55,1003.09,48.68,21.19432,2.197299
1713549591,20.30289,56.83375,18.56,1003.07,48.73,21.27489,2.221714
1713549601,20.28954,56.81086,18.55,1003.07,48.78,21.27489,2.221714
1713549611,20.28954,56.82154,18.55,1003.09,48.62,21.19432,2.221714
1713549621,20.30289,56.84444,18.56,1003.07,48.69,21.27489,2.221714
1713549631,20.28954,56.87648,18.56,1003.13,48.71,21.35546,2.221714
1713549641,20.28954,56.8658,18.56,1003.13,48.63,21.19432,2.197299
1713549651,20.28954,56.85664,18.56,1003.10,48.58,21.27489,2.221714
1713549661,20.27619,56.84291,18.55,1003.09,48.73,21.35546,2.221714
1713549671,20.30289,56.85817,18.55,1003.14,48.65,21.35546,2.197299
1713549681,20.30289,56.87953,18.56,1003.15,48.66,21.27489,2.197299
1713549691,20.30289,56.84444,18.55,1003.14,48.61,21.27489,2.197299
1713549701,20.30289,56.8246,18.55,1003.07,48.66,21.27489,2.197299
1713549711,20.30289,56.85817,18.55,1003.09,48.45,21.43603,2.197299
1713549721,20.28954,56.83375,18.54,1003.08,48.61,21.27489,2.221714
1713549731,20.28954,56.7895,18.54,1003.10,48.64,21.27489,2.197299
1713549741,20.30289,56.80323,18.54,1003.07,48.52,21.27489,2.221714
1713549751,20.27619,56.78798,18.54,1003.18,48.72,21.27489,2.197299
1713549761,20.28954,56.80171,18.54,1003.10,48.62,21.27489,2.221714
1713549771,20.27619,56.84291,18.54,1003.15,48.66,21.27489,2.221714
1713549781,20.28954,56.76661,18.54,1003.12,48.63,21.27489,2.197299
1713549791,20.30289,56.81239,18.54,1003.16,48.61,21.35546,2.197299
1713549801,20.28954,56.89937,18.53,1003.06,48.59,21.27489,2.197299
1713549811,20.30289,56.8246,18.54,1003.15,48.67,21.27489,2.197299
1713549821,20.30289,56.7895,18.54,1003.18,48.54,21.35546,2.221714
1713549831,20.27619,56.80781,18.53,1003.22,48.75,21.27489,2.221714
1713549841,20.27619,56.84291,18.54,1003.21,48.76,21.27489,2.221714
1713549851,20.28954,56.87648,18.53,1003.22,48.67,21.27489,2.221714
1713549861,20.27619,56.87495,18.54,1003.12,48.73,21.11376,2.197299
1713549871,20.28954,56.82154,18.54,1003.18,48.76,21.35546,2.197299
1713549881,20.27619,56.84291,18.54,1003.18,48.72,21.27489,2.197299
1713549891,20.27619,56.85359,18.54,1003.20,48.76,21.27489,2.197299
1713549901,20.28954,56.7895,18.54,1003.19,48.72,21.27489,2.221714
1713549911,20.28954,56.81086,18.54,1003.21,48.65,21.35546,2.221714
1713549921,20.27619,56.8307,18.54,1003.15,48.69,21.35546,2.221714
1713549931,20.27619,56.82002,18.53,1003.12,48.75,21.11376,2.221714
1713549941,20.27619,56.87495,18.54,1003.20,48.75,21.27489,2.221714
1713549951,20.28954,56.84444,18.54,1003.18,48.71,21.27489,2.197299
1713549961,20.28954,56.81086,18.53,1003.17,48.65,21.35546,2.197299
1713549971,20.26284,56.82917,18.54,1003.19,48.72,21.35546,2.221714
1713549981,20.27619,56.86275,18.53,1003.20,48.77,21.35546,2.221714
1713549991,20.27619,56.86275,18.54,1003.15,48.74,21.27489,2.197299
1713550001,20.27619,56.85359,18.53,1003.16,48.74,21.19432,2.197299
1713550011,20.26284,56.83986,18.53,1003.17,48.66,21.27489,2.221714
1713550021,20.26284,56.87495,18.53,1003.17,48.68,21.27489,2.221714
1713550031,20.27619,56.86275,18.53,1003.22,48.70,21.27489,2.197299
1713550041,20.28954,56.83375,18.53,1003.22,48.69,21.35546,2.221714
1713550051,20.24682,56.83833,18.53,1003.19,48.70,21.35546,2.197299
1713550061,20.28954,56.83375,18.53,1003.16,48.76,21.35546,2.221714
1713550071,20.27619,56.907,18.52,1003.09,48.74,21.35546,2.221714
1713550081,20.27619,56.86275,18.53,1003.13,48.74,21.11376,2.221714
1713550091,20.26284,56.88411,18.53,1003.19,48.68,21.27489,2.197299
1713550101,20.27619,56.91768,18.53,1003.13,48.83,21.27489,2.197299
1713550111,20.27619,56.85359,18.52,1003.12,48.73,21.35546,2.221714
1713550121,20.27619,56.88564,18.51,1003.19,48.76,21.27489,2.221714
1713550131,20.24682,56.83833,18.52,1003.12,48.77,21.27489,2.197299
1713550141,20.28954,56.89937,18.51,1003.08,48.69,21.27489,2.221714
1713550151,20.27619,56.80781,18.51,1003.11,48.70,21.27489,2.197299
1713550161,20.27619,56.8307,18.52,1003.20,48.74,21.35546,2.221714
1713550171,20.27619,56.87495,18.52,1003.18,48.73,21.35546,2.197299
1713550181,20.27619,56.86275,18.51,1003.14,48.60,21.35546,2.221714
1713550191,20.27619,56.88564,18.51,1003.18,48.82,21.27489,2.221714
1713550201,20.28954,56.87648,18.52,1003.12,48.67,21.35546,2.221714
1713550211,20.26284,56.90395,18.53,1003.11,48.68,21.27489,2.197299
1713550221,20.26284,56.86275,18.52,1003.12,48.67,21.27489,2.197299
1713550231,20.24682,56.8719,18.52,1003.15,48.77,21.27489,2.221714
1713550241,20.24682,56.80629,18.5,1003.12,48.66,21.27489,2.221714
1713550251,20.27619,56.85359,18.53,1003.13,48.70,21.43603,2.197299
1713550261,20.27619,56.79866,18.53,1003.19,48.68,21.35546,2.221714
1713550271,20.26284,56.79713,18.51,1003.16,48.76,21.27489,2.197299
1713550281,20.26284,56.80781,18.51,1003.16,48.72,21.35546,2.221714
1713550291,20.26284,56.82002,18.51,1003.16,48.71,21.11376,2.197299
1713550301,20.27619,56.86275,18.52,1003.20,48.67,21.11376,2.221714
1713550311,20.26284,56.82002,18.53,1003.19,48.67,21.19432,2.221714
1713550321,20.26284,56.82917,18.53,1003.20,48.64,21.19432,2.221714
1713550331,20.27619,56.85359,18.53,1003.13,48.76,21.27489,2.197299
1713550341,20.26284,56.86275,18.53,1003.16,48.68,21.27489,2.197299
1713550351,20.27619,56.86275,18.53,1003.19,48.84,21.11376,2.197299
1713550361,20.26284,56.85207,18.54,1003.15,48.68,21.27489,2.221714
1713550371,20.24682,56.86122,18.54,1003.18,48.75,21.35546,2.221714
1713550381,20.27619,56.89784,18.53,1003.17,48.73,21.27489,2.221714
1713550391,20.26284,56.89479,18.54,1003.12,48.73,21.27489,2.221714
1713550401,20.28954,56.84444,18.53,1003.16,48.68,21.43603,2.197299
1713550411,20.27619,56.87495,18.53,1003.22,48.63,21.27489,2.197299
1713550421,20.26284,56.87495,18.53,1003.19,48.62,21.35546,2.221714
1713550431,20.26284,56.90395,18.53,1003.11,48.62,21.27489,2.197299
1713550441,20.26284,56.90395,18.52,1003.20,48.64,21.27489,2.221714
1713550451,20.27619,56.907,18.53,1003.20,48.62,21.27489,2.197299
1713550461,20.26284,56.89479,18.53,1003.22,48.72,21.27489,2.221714
1713550471,20.27619,56.89784,18.52,1003.23,48.77,21.11376,2.197299
1713550481,20.27619,56.80781,18.53,1003.24,48.76,21.27489,2.197299
1713550491,20.30289,56.87953,18.53,1003.19,48.77,21.27489,2.197299
1713550501,20.26284,56.87495,18.52,1003.15,48.69,21.11376,2.221714
1713550511,20.26284,56.80781,18.53,1003.22,48.59,21.35546,2.197299
