timestamp,c_sht,h_sht,c_bme,p_bme,h_bme,c_lm,c_dht,lux_diode
1713451549,21.0399,51.73418,19.9,1004.34,43.30,5.962005,63.22423
1713451559,21.05325,51.57397,19.39,1004.44,43.37,5.478599,62.78477
1713451569,21.05325,51.58312,19.39,1004.42,43.51,5.478599,62.49027
1713451579,21.0399,51.53735,19.37,1004.40,43.55,5.398031,62.51621
1713451589,21.0399,51.52514,19.37,1004.48,43.43,5.398031,62.54063
1713451599,21.0399,51.45953,19.34,1004.43,43.51,5.398031,62.56504
1713451609,21.05325,51.48394,19.34,1004.43,43.57,5.398031,62.63828
1713451619,21.02388,51.40917,19.33,1004.39,43.55,5.478599,63.05333
1713451629,21.0399,51.37408,19.32,1004.45,43.40,5.398031,63.22423
1713451639,21.02388,51.39544,19.3,1004.43,43.42,5.398031,63.81018
1713451649,21.0399,51.37408,19.28,1004.44,43.53,5.398031,63.1754
1713451659,21.02388,51.38628,19.28,1004.46,43.63,5.478599,63.15099
1713451669,21.02388,51.37255,19.26,1004.45,43.69,5.398031,62.93126
1713451679,21.01053,51.34661,19.26,1004.37,43.66,5.398031,64.3473
1713451689,21.02388,51.33593,19.25,1004.46,43.54,5.478599,64.71352
1713451699,21.01053,51.27642,19.25,1004.43,43.65,5.398031,63.15099
1713451709,21.02388,51.31304,19.24,1004.42,43.67,5.398031,63.0045
1713451719,21.02388,51.29015,19.24,1004.42,43.72,5.317464,62.98009
1713451729,21.02388,51.27794,19.24,1004.51,43.65,5.398031,62.98009
1713451739,21.0399,51.26879,19.22,1004.36,43.67,5.398031,62.90685
1713451749,21.01053,51.2871,19.23,1004.40,43.66,5.478599,62.8336
1713451759,21.01053,51.21691,19.22,1004.44,43.69,5.478599,62.8336
1713451769,21.01053,51.2047,19.22,1004.50,43.68,5.478599,62.80919
1713451779,20.99718,51.21691,19.21,1004.45,43.65,5.398031,62.76036
1713451789,21.01053,51.22759,19.22,1004.47,43.66,5.478599,62.71153
1713451799,20.99718,51.16808,19.21,1004.45,43.72,5.398031,62.71153
1713451809,20.98383,51.15435,19.2,1004.46,43.71,5.478599,62.73595
1713451819,20.99718,51.21691,19.2,1004.46,43.70,5.398031,62.71153
1713451829,21.01053,51.19402,19.2,1004.46,43.69,5.317464,62.61387
1713451839,20.9678,51.2459,19.18,1004.49,43.73,5.478599,62.56504
1713451849,20.9678,51.1986,19.18,1004.43,43.72,5.478599,62.90685
1713451859,20.99718,51.19097,19.18,1004.49,43.75,5.398031,62.49027
1713451869,20.98383,51.16655,19.17,1004.42,43.73,5.398031,62.78477
1713451879,20.99718,51.18029,19.17,1004.44,43.75,5.478599,62.71153
1713451889,20.99718,51.18029,19.17,1004.44,43.73,5.478599,62.58945
1713451899,20.98383,51.18944,19.16,1004.45,43.68,5.398031,62.49027
1713451909,20.9678,51.13909,19.17,1004.46,43.75,5.398031,62.22171
1713451919,20.9678,51.15282,19.16,1004.36,43.76,5.398031,62.00198
1713451929,20.99718,51.1574,19.16,1004.41,43.77,5.398031,61.8555
1713451939,20.98383,51.16655,19.15,1004.48,43.73,5.398031,62.05081
1713451949,20.98383,51.05822,19.14,1004.46,43.65,5.478599,61.58694
1713451959,20.9678,51.06737,19.11,1004.47,43.68,5.398031,61.41603
1713451969,20.98383,51.10704,19.09,1004.44,43.72,5.398031,61.24514
1713451979,20.9678,51.10399,19.08,1004.47,43.81,5.398031,61.02541
1713451989,20.9678,51.10399,19.09,1004.43,43.83,5.398031,60.80568
