timestamp,c_dht,h_dht,c_bme,p_bme,h_bme
1713407447,19.79553,50.62791,17.71,998.88,44.32
1713407457,19.77951,50.62791,17.71,998.95,44.31
1713407467,19.80888,50.6447,17.71,998.98,44.32
1713407477,19.79553,50.66453,17.71,998.92,44.29
1713407487,19.80888,50.6447,17.71,998.96,44.31
1713407497,19.79553,50.62791,17.7,998.89,44.34
1713407507,19.79553,50.62791,17.71,998.98,44.32
1713407517,19.77951,50.64012,17.7,998.97,44.33
1713407527,19.77951,50.65385,17.71,998.98,44.31
1713407537,19.80888,50.60807,17.69,998.87,44.28
1713407547,19.77951,50.51194,17.7,998.97,44.28
1713407557,19.76615,50.53178,17.7,998.96,44.21
1713407567,19.77951,50.5211,17.7,998.91,44.16
1713407577,19.79553,50.46616,17.71,998.90,44.17
1713407587,19.77951,50.5211,17.71,999.03,44.18
1713407597,19.79553,50.47684,17.7,998.89,44.16
1713407607,19.77951,50.49821,17.7,998.91,44.23
1713407617,19.79553,50.54856,17.71,999.00,44.27
1713407627,19.77951,50.6035,17.7,998.91,44.29
1713407637,19.77951,50.59434,17.71,998.98,44.29
1713407647,19.77951,50.59434,17.7,998.97,44.25
1713407657,19.76615,50.5211,17.7,999.00,44.25
1713407667,19.76615,50.55466,17.69,998.90,44.26
1713407677,19.77951,50.5211,17.68,998.99,44.23
1713407687,19.79553,50.57145,17.71,998.98,44.21
1713407697,19.80888,50.46769,17.69,998.98,44.19
1713407707,19.77951,50.46311,17.69,998.92,44.22
1713407717,19.77951,50.486,17.68,998.99,44.21
1713407727,19.79553,50.51194,17.69,998.93,44.24
1713407737,19.79553,50.48905,17.69,999.03,44.19
1713407747,19.77951,50.51194,17.7,999.02,44.21
1713407757,19.7528,50.50736,17.7,998.99,44.22
1713407767,19.77951,50.5211,17.68,999.05,44.25
1713407777,19.76615,50.5684,17.69,998.89,44.24
1713407787,19.76615,50.54551,17.68,998.99,44.27
1713407797,19.76615,50.5684,17.69,999.01,44.26
1713407807,19.77951,50.5806,17.69,998.95,44.27
1713407817,19.76615,50.62638,17.68,998.99,44.27
1713407827,19.77951,50.6035,17.68,998.91,44.26
1713407837,19.76615,50.5684,17.7,999.02,44.25
1713407847,19.77951,50.59434,17.69,998.97,44.25
1713407857,19.77951,50.54551,17.68,998.94,44.23
1713407867,19.77951,50.54551,17.68,998.97,44.26
1713407877,19.76615,50.54551,17.68,998.91,44.25
1713407887,19.77951,50.5806,17.69,998.97,44.26
1713407897,19.73678,50.57603,17.68,998.93,44.24
1713407907,19.77951,50.54551,17.68,998.97,44.26
1713407917,19.7528,50.56687,17.68,998.94,44.27
1713407927,19.76615,50.55466,17.68,998.96,44.26
1713407937,19.73678,50.58976,17.68,998.99,44.26
1713407947,19.7528,50.55466,17.67,999.08,44.26
1713407957,19.77951,50.6035,17.67,998.98,44.27
1713407967,19.77951,50.5211,17.67,998.98,44.27
1713407977,19.77951,50.53483,17.67,998.95,44.25
1713407987,19.7528,50.50736,17.67,999.00,44.26
1713407997,19.7528,50.51804,17.67,999.02,44.22
1713408007,19.77951,50.49821,17.68,999.05,44.19
1713408017,19.77951,50.46311,17.67,999.06,44.13
1713408027,19.73678,50.41123,17.67,999.08,44.21
1713408037,19.7528,50.48447,17.67,999.05,44.22
1713408047,19.76615,50.486,17.66,999.10,44.23
1713408057,19.76615,50.5211,17.66,999.10,44.23
1713408067,19.76615,50.53178,17.67,999.08,44.25
1713408077,19.76615,50.54551,17.67,999.08,44.24
1713408087,19.7528,50.54398,17.67,999.08,44.23
1713408097,19.76615,50.50889,17.67,999.08,44.22
1713408107,19.76615,50.54551,17.66,999.07,44.22
1713408117,19.7528,50.50736,17.67,999.02,44.25
1713408127,19.76615,50.50889,17.67,999.03,44.21
1713408137,19.7528,50.53025,17.66,999.07,44.25
1713408147,19.73678,50.54093,17.66,999.06,44.25
1713408157,19.7528,50.53025,17.66,999.09,44.22
1713408167,19.7528,50.51804,17.66,999.10,44.23
1713408177,19.7528,50.56687,17.66,999.07,44.25
1713408187,19.7528,50.54398,17.66,999.04,44.22
1713408197,19.72343,50.50431,17.66,999.12,44.20
1713408207,19.76615,50.486,17.66,999.18,44.21
1713408217,19.7528,50.49516,17.66,999.08,44.22
1713408227,19.7528,50.51804,17.66,999.03,44.22
1713408237,19.76615,50.486,17.66,999.13,44.21
1713408247,19.7528,50.48447,17.66,999.15,44.21
1713408257,19.77951,50.49821,17.66,999.11,44.20
1713408267,19.72343,50.46769,17.66,999.08,44.19
1713408277,19.73678,50.48142,17.66,999.16,44.20
1713408287,19.72343,50.46769,17.66,999.11,44.20
1713408297,19.72343,50.46769,17.66,999.15,44.18
1713408307,19.73678,50.4448,17.66,999.13,44.18
1713408317,19.73678,50.47074,17.66,999.14,44.18
1713408327,19.73678,50.49363,17.66,999.11,44.18
1713408337,19.76615,50.47227,17.65,999.15,44.18
1713408347,19.72343,50.43107,17.66,999.13,44.18
1713408357,19.73678,50.4448,17.66,999.13,44.18
1713408367,19.73678,50.45853,17.65,999.10,44.19
1713408377,19.7528,50.42496,17.65,999.15,44.17
1713408387,19.72343,50.45701,17.66,999.13,44.16
1713408397,19.73678,50.4448,17.66,999.16,44.14
1713408407,19.73678,50.47074,17.65,999.09,44.19
1713408417,19.7528,50.44785,17.65,999.15,44.15
1713408427,19.7528,50.41276,17.65,999.10,44.17
1713408437,19.73678,50.4448,17.65,999.12,44.17
1713408447,19.7528,50.48447,17.65,999.23,44.18
1713408457,19.73678,50.48142,17.65,999.17,44.17
1713408467,19.76615,50.46311,17.65,999.15,44.17
1713408477,19.73678,50.45853,17.66,999.21,44.15
1713408487,19.73678,50.4448,17.65,999.10,44.15
1713408497,19.7528,50.43565,17.64,999.10,44.17
1713408507,19.73678,50.43412,17.64,999.14,44.18
1713408517,19.72343,50.45701,17.64,999.16,44.17
1713408527,19.73678,50.41123,17.64,999.08,44.13
1713408537,19.73678,50.41123,17.64,999.08,44.15
1713408547,19.73678,50.42191,17.65,999.09,44.17
1713408557,19.73678,50.4448,17.64,999.08,44.15
1713408567,19.7528,50.40208,17.64,999.14,44.11
1713408577,19.71008,50.3975,17.64,999.14,44.12
1713408587,19.72343,50.37461,17.65,999.09,44.12
1713408597,19.72343,50.40818,17.65,999.09,44.15
1713408607,19.71008,50.38377,17.64,999.08,44.12
1713408617,19.73678,50.41123,17.64,999.14,44.11
1713408627,19.72343,50.40818,17.64,999.10,44.13
1713408637,19.73678,50.41123,17.64,999.11,44.12
1713408647,19.72343,50.42191,17.64,999.10,44.13
1713408657,19.72343,50.43107,17.64,999.08,44.15
1713408667,19.72343,50.37461,17.65,999.04,44.13
1713408677,19.71008,50.44328,17.64,999.05,44.16
1713408687,19.71008,50.45701,17.64,999.13,44.16
1713408697,19.72343,50.43107,17.64,999.10,44.15
1713408707,19.72343,50.4448,17.64,999.10,44.15
1713408717,19.72343,50.46769,17.64,999.08,44.15
1713408727,19.71008,50.42039,17.64,999.16,44.12
1713408737,19.72343,50.4448,17.64,999.18,44.15
1713408747,19.69672,50.45396,17.64,999.16,44.15
1713408757,19.72343,50.40818,17.64,999.24,44.13
1713408767,19.73678,50.48142,17.64,999.13,44.13
1713408777,19.72343,50.42191,17.63,999.15,44.17
1713408787,19.73678,50.4448,17.64,999.13,44.15
1713408797,19.72343,50.40818,17.64,999.18,44.13
1713408807,19.73678,50.43412,17.63,999.12,44.14
1713408817,19.71008,50.38377,17.64,999.24,44.15
1713408827,19.69672,50.41734,17.63,999.14,44.14
1713408837,19.72343,50.42191,17.63,999.19,44.13
1713408847,19.72343,50.42191,17.63,999.19,44.14
1713408857,19.71008,50.40665,17.63,999.15,44.14
1713408867,19.71008,50.40665,17.63,999.19,44.14
1713408877,19.72343,50.4448,17.62,999.15,44.15
1713408887,19.73678,50.38834,17.62,999.12,44.14
1713408897,19.72343,50.3975,17.64,999.16,44.13
1713408907,19.72343,50.42191,17.63,999.11,44.11
1713408917,19.71008,50.34715,17.63,999.17,44.08
1713408927,19.71008,50.33799,17.63,999.20,44.08
1713408937,19.69672,50.31205,17.62,999.16,44.07
1713408947,19.69672,50.32426,17.62,999.21,44.06
1713408957,19.72343,50.30289,17.62,999.19,44.07
1713408967,19.71008,50.33799,17.63,999.17,44.08
1713408977,19.71008,50.3151,17.63,999.17,44.10
1713408987,19.69672,50.37156,17.63,999.17,44.09
1713408997,19.71008,50.33799,17.63,999.17,44.08
1713409007,19.72343,50.3624,17.62,999.21,44.08
1713409017,19.71008,50.37461,17.63,999.23,44.07
1713409027,19.72343,50.3151,17.63,999.14,44.09
1713409037,19.73678,50.3624,17.63,999.22,44.07
1713409047,19.72343,50.33799,17.62,999.12,44.08
1713409057,19.71008,50.37461,17.62,999.19,44.08
1713409067,19.72343,50.34867,17.62,999.12,44.07
1713409077,19.69672,50.29832,17.62,999.24,44.06
1713409087,19.71008,50.37461,17.62,999.21,44.10
1713409097,19.72343,50.29221,17.62,999.16,44.10
1713409107,19.69672,50.33494,17.62,999.27,44.09
1713409117,19.71008,50.33799,17.62,999.20,44.10
1713409127,19.72343,50.34867,17.61,999.28,44.10
1713409137,19.71008,50.36088,17.61,999.17,44.09
1713409147,19.71008,50.34715,17.62,999.26,44.08
1713409157,19.71008,50.34715,17.62,999.26,44.04
1713409167,19.72343,50.3151,17.62,999.26,44.04
1713409177,19.73678,50.33952,17.62,999.20,44.02
1713409187,19.71008,50.30137,17.62,999.26,43.95
1713409197,19.71008,50.20676,17.62,999.23,43.93
1713409207,19.69672,50.22965,17.61,999.22,43.92
1713409217,19.71008,50.20676,17.62,999.20,43.92
1713409227,19.71008,50.20676,17.62,999.21,43.91
1713409237,19.69672,50.13351,17.62,999.20,43.86
1713409247,19.71008,50.19608,17.6,999.15,43.88
1713409257,19.71008,50.15945,17.61,999.14,43.88
1713409267,19.71008,50.13657,17.61,999.22,43.89
1713409277,19.69672,50.12436,17.62,999.23,43.86
1713409287,19.69672,50.11063,17.62,999.27,43.92
1713409297,19.69672,50.1564,17.62,999.18,43.93
1713409307,19.71008,50.21897,17.61,999.30,43.99
1713409317,19.71008,50.25559,17.6,999.17,43.98
1713409327,19.6807,50.22813,17.61,999.22,43.98
1713409337,19.69672,50.23881,17.62,999.26,43.99
1713409347,19.69672,50.26627,17.6,999.15,44.01
1713409357,19.69672,50.23881,17.6,999.21,43.99
1713409367,19.69672,50.22965,17.6,999.17,43.98
1713409377,19.71008,50.21897,17.6,999.17,43.97
1713409387,19.6807,50.25101,17.6,999.15,43.97
1713409397,19.69672,50.21592,17.61,999.24,43.96
1713409407,19.66735,50.11978,17.6,999.21,43.78
1713409417,19.654,50.05875,17.6,999.20,43.89
1713409427,19.69672,50.09995,17.59,999.17,43.91
1713409437,19.66735,50.13199,17.6,999.21,43.90
1713409447,19.6807,50.16861,17.59,999.17,43.97
1713409457,19.69672,50.22965,17.6,999.23,43.98
1713409467,19.71008,50.26627,17.59,999.19,43.92
1713409477,19.69672,50.18234,17.6,999.23,43.95
1713409487,19.69672,50.23881,17.6,999.23,43.97
1713409497,19.69672,50.23881,17.59,999.27,44.00
1713409507,19.69672,50.29832,17.6,999.25,44.00
1713409517,19.71008,50.25559,17.6,999.28,43.99
1713409527,19.66735,50.2617,17.6,999.29,44.00
1713409537,19.6807,50.28764,17.6,999.25,44.01
1713409547,19.66735,50.25101,17.59,999.25,44.00
1713409557,19.69672,50.25254,17.6,999.25,44.01
1713409567,19.69672,50.29832,17.59,999.29,44.00
1713409577,19.6807,50.2739,17.59,999.30,44.02
1713409587,19.71008,50.27848,17.6,999.34,44.00
1713409597,19.6807,50.28764,17.59,999.32,43.99
1713409607,19.66735,50.2739,17.59,999.26,43.98
1713409617,19.6807,50.2739,17.59,999.29,44.00
1713409627,19.6807,50.23881,17.59,999.27,44.00
1713409637,19.654,50.24796,17.58,999.26,43.98
1713409647,19.6807,50.21439,17.58,999.31,43.99
1713409657,19.66735,50.25101,17.58,999.38,44.00
1713409667,19.6807,50.23881,17.59,999.38,44.00
1713409677,19.66735,50.23728,17.58,999.36,43.98
1713409687,19.66735,50.21439,17.59,999.32,43.99
1713409697,19.6807,50.22813,17.58,999.36,43.99
1713409707,19.66735,50.1915,17.58,999.36,43.90
1713409717,19.69672,50.07401,17.58,999.39,43.72
1713409727,19.66735,49.99161,17.58,999.41,43.87
1713409737,19.6807,50.09995,17.58,999.35,43.94
1713409747,19.6807,50.18234,17.58,999.39,43.91
1713409757,19.66735,50.14267,17.58,999.41,43.82
1713409767,19.654,50.10605,17.58,999.39,43.87
1713409777,19.66735,50.11978,17.59,999.43,43.93
1713409787,19.66735,50.14267,17.58,999.45,43.94
1713409797,19.66735,50.17929,17.58,999.42,43.93
1713409807,19.66735,50.1915,17.58,999.45,43.93
1713409817,19.654,50.20066,17.58,999.41,43.93
1713409827,19.654,50.14267,17.58,999.46,43.93
1713409837,19.69672,50.18234,17.58,999.38,43.94
1713409847,19.6807,50.20524,17.57,999.48,43.96
1713409857,19.66735,50.20219,17.57,999.42,43.96
1713409867,19.66735,50.22507,17.58,999.43,43.96
1713409877,19.66735,50.17929,17.58,999.46,43.92
1713409887,19.6807,50.18234,17.58,999.41,43.94
1713409897,19.654,50.20066,17.58,999.48,43.93
1713409907,19.66735,50.16556,17.57,999.45,43.93
1713409917,19.66735,50.14267,17.58,999.43,43.93
1713409927,19.654,50.15182,17.58,999.48,43.94
1713409937,19.6807,50.20524,17.57,999.48,43.92
1713409947,19.66735,50.20219,17.57,999.50,43.94
1713409957,19.6807,50.18234,17.58,999.43,43.94
1713409967,19.66735,50.21439,17.57,999.52,43.96
1713409977,19.64065,50.16403,17.58,999.52,43.94
1713409987,19.64065,50.20982,17.58,999.48,43.94
1713409997,19.654,50.20066,17.57,999.48,43.94
1713410007,19.66735,50.16556,17.57,999.52,43.94
1713410017,19.66735,50.21439,17.57,999.50,43.94
1713410027,19.66735,50.17929,17.56,999.59,43.94
1713410037,19.66735,50.1915,17.57,999.61,43.96
1713410047,19.66735,50.21439,17.57,999.52,43.95
1713410057,19.66735,50.20219,17.57,999.58,43.95
1713410067,19.64065,50.17776,17.57,999.58,43.95
1713410077,19.654,50.17776,17.57,999.55,43.95
1713410087,19.6807,50.18234,17.56,999.59,43.94
1713410097,19.654,50.20066,17.56,999.62,43.94
1713410107,19.64065,50.12741,17.56,999.54,43.93
1713410117,19.66735,50.06027,17.56,999.59,43.89
1713410127,19.654,50.05875,17.56,999.59,43.93
1713410137,19.66735,50.15488,17.57,999.61,43.95
1713410147,19.66735,50.17929,17.56,999.59,43.94
1713410157,19.64065,50.12741,17.57,999.60,43.94
1713410167,19.654,50.14267,17.56,999.59,43.94
1713410177,19.654,50.14267,17.57,999.55,43.94
1713410187,19.654,50.16556,17.57,999.58,43.96
1713410197,19.654,50.17776,17.56,999.61,43.94
1713410207,19.654,50.18845,17.56,999.57,43.93
1713410217,19.654,50.16556,17.56,999.59,43.93
1713410227,19.654,50.18845,17.56,999.62,43.93
1713410237,19.62463,50.16098,17.56,999.67,43.93
1713410247,19.64065,50.17776,17.55,999.63,43.95
1713410257,19.64065,50.17776,17.56,999.61,43.91
1713410267,19.654,50.16556,17.56,999.62,43.94
1713410277,19.654,50.20066,17.56,999.59,43.92
1713410287,19.66735,50.13199,17.56,999.69,43.91
1713410297,19.66735,50.09689,17.55,999.63,43.91
1713410307,19.62463,50.07858,17.55,999.69,43.90
1713410317,19.654,50.08316,17.55,999.68,43.93
1713410327,19.654,50.14267,17.55,999.66,43.93
1713410337,19.654,50.16556,17.56,999.64,43.94
1713410347,19.6807,50.16861,17.55,999.63,43.93
1713410357,19.62463,50.12741,17.55,999.69,43.92
1713410367,19.64065,50.15182,17.55,999.69,43.92
1713410377,19.62463,50.16098,17.55,999.69,43.91
1713410387,19.64065,50.16403,17.55,999.68,43.95
1713410397,19.64065,50.14114,17.55,999.68,43.92
1713410407,19.654,50.15182,17.55,999.71,43.92
1713410417,19.64065,50.14114,17.55,999.65,43.91
1713410427,19.64065,50.16403,17.55,999.69,43.91
1713410437,19.62463,50.12741,17.54,999.64,43.92
1713410447,19.62463,50.16098,17.55,999.71,43.93
1713410457,19.61127,50.14725,17.55,999.68,43.90
1713410467,19.62463,50.09232,17.55,999.74,43.91
1713410477,19.62463,50.09232,17.55,999.74,43.91
1713410487,19.66735,50.14267,17.55,999.68,43.91
1713410497,19.61127,50.13657,17.54,999.72,43.90
1713410507,19.62463,50.13809,17.54,999.72,43.91
1713410517,19.654,50.11826,17.55,999.71,43.93
1713410527,19.62463,50.10147,17.55,999.76,43.90
1713410537,19.62463,50.1152,17.55,999.79,43.91
1713410547,19.64065,50.14114,17.55,999.76,43.92
1713410557,19.62463,50.13809,17.54,999.72,43.93
1713410567,19.64065,50.14114,17.54,999.74,43.91
1713410577,19.654,50.12894,17.54,999.77,43.89
1713410587,19.62463,50.09232,17.54,999.78,43.90
1713410597,19.62463,50.1152,17.54,999.72,43.88
1713410607,19.61127,50.09079,17.54,999.78,43.88
1713410617,19.62463,50.10147,17.54,999.72,43.90
1713410627,19.62463,50.10147,17.55,999.73,43.88
1713410637,19.62463,50.12741,17.53,999.71,43.90
1713410647,19.64065,50.12741,17.54,999.75,43.91
1713410657,19.64065,50.15182,17.55,999.85,43.88
1713410667,19.64065,50.08163,17.54,999.78,43.88
1713410677,19.62463,50.10147,17.54,999.69,43.88
1713410687,19.62463,50.13809,17.54,999.67,43.87
1713410697,19.61127,50.09079,17.55,999.73,43.90
1713410707,19.62463,50.10147,17.54,999.78,43.86
1713410717,19.62463,50.1152,17.54,999.72,43.87
1713410727,19.64065,50.0679,17.54,999.72,43.86
1713410737,19.61127,50.11368,17.54,999.77,43.89
1713410747,19.61127,50.10147,17.54,999.72,43.87
1713410757,19.64065,50.09537,17.54,999.74,43.87
1713410767,19.61127,50.10147,17.54,999.85,43.86
1713410777,19.59792,50.12283,17.55,999.79,43.86
1713410787,19.61127,50.11368,17.54,999.74,43.86
1713410797,19.62463,50.1152,17.53,999.71,43.86
1713410807,19.61127,50.07858,17.54,999.72,43.84
1713410817,19.62463,50.07858,17.54,999.72,43.87
1713410827,19.654,50.11826,17.55,999.79,43.84
1713410837,19.61127,50.06485,17.54,999.72,43.83
1713410847,19.61127,50.10147,17.53,999.73,43.83
1713410857,19.61127,50.07858,17.54,999.75,43.83
1713410867,19.654,50.10605,17.53,999.82,43.85
1713410877,19.62463,50.07858,17.55,999.76,43.84
1713410887,19.64065,50.09537,17.55,999.76,43.84
1713410897,19.59792,50.08774,17.55,999.81,43.80
1713410907,19.62463,50.0679,17.54,999.83,43.81
1713410917,19.62463,50.0679,17.54,999.86,43.82
1713410927,19.61127,50.05417,17.54,999.80,43.82
1713410937,19.61127,50.04196,17.54,999.83,43.82
1713410947,19.61127,50.06485,17.54,999.86,43.82
1713410957,19.61127,50.05417,17.54,999.82,43.82
1713410967,19.62463,50.04196,17.54,999.77,43.81
1713410977,19.61127,50.04196,17.54,999.80,43.81
1713410987,19.62463,50.05569,17.54,999.78,43.81
1713410997,19.61127,50.00839,17.54,999.80,43.80
1713411007,19.61127,50.03128,17.54,999.83,43.80
1713411017,19.62463,49.99619,17.53,999.82,43.82
1713411027,19.59792,50.07706,17.54,999.78,43.82
1713411037,19.61127,50.04196,17.53,999.79,43.77
1713411047,19.62463,50.00992,17.53,999.84,43.77
1713411057,19.62463,50.01907,17.53,999.82,43.78
1713411067,19.5819,49.98093,17.54,999.77,43.79
1713411077,19.59792,50.04044,17.54,999.82,43.77
1713411087,19.62463,50.00992,17.53,999.82,43.78
1713411097,19.61127,50.01907,17.54,999.78,43.79
1713411107,19.61127,50.01907,17.54,999.80,43.81
1713411117,19.64065,50.03586,17.53,999.79,43.78
1713411127,19.62463,50.00992,17.54,999.82,43.75
1713411137,19.62463,49.95041,17.53,999.86,43.77
1713411147,19.61127,50.00839,17.54,999.83,43.79
1713411157,19.59792,50.02823,17.54,999.80,43.75
1713411167,19.61127,50.03128,17.53,999.83,43.73
1713411177,19.62463,49.99619,17.53,999.82,43.77
1713411187,19.61127,50.04196,17.54,999.85,43.76
1713411197,19.61127,49.9855,17.53,999.75,43.77
1713411207,19.5819,50.0145,17.53,999.75,43.78
1713411217,19.59792,50.02823,17.53,999.81,43.78
1713411227,19.59792,50.04044,17.53,999.83,43.81
1713411237,19.59792,50.06332,17.52,999.85,43.79
1713411247,19.59792,50.01755,17.52,999.85,43.81
1713411257,19.59792,50.06332,17.52,999.77,43.81
1713411267,19.61127,50.01907,17.52,999.80,43.81
1713411277,19.62463,49.99619,17.52,999.88,43.81
1713411287,19.59792,50.02823,17.52,999.83,43.79
1713411297,19.61127,50.03128,17.53,999.81,43.79
1713411307,19.62463,50.00992,17.52,999.87,43.79
1713411317,19.59792,50.04044,17.52,999.82,43.78
1713411327,19.61127,50.01907,17.52,999.74,43.82
1713411337,19.61127,50.05417,17.52,999.79,43.82
1713411347,19.59792,49.98245,17.52,999.80,43.78
1713411357,19.61127,49.95956,17.52,999.83,43.73
1713411367,19.59792,49.95804,17.53,999.83,43.82
1713411377,19.59792,50.01755,17.51,999.81,43.78
1713411387,19.61127,49.95956,17.52,999.80,43.71
1713411397,19.59792,49.94583,17.52,999.85,43.71
1713411407,19.59792,49.92294,17.52,999.85,43.71
1713411417,19.59792,49.93515,17.52,999.79,43.74
1713411427,19.59792,49.98245,17.51,999.81,43.76
1713411437,19.61127,49.97177,17.52,999.85,43.75
1713411447,19.61127,50.01907,17.51,999.78,43.78
1713411457,19.56855,50.00381,17.52,999.83,43.76
1713411467,19.61127,50.01907,17.52,999.80,43.82
1713411477,19.59792,49.99466,17.52,999.83,43.75
1713411487,19.61127,49.9855,17.52,999.77,43.72
1713411497,19.61127,49.94888,17.52,999.79,43.73
1713411507,19.59792,49.98245,17.52,999.85,43.78
1713411517,19.59792,49.99466,17.53,999.81,43.78
1713411527,19.59792,49.98245,17.52,999.80,43.74
1713411537,19.61127,49.9855,17.51,999.84,43.74
1713411547,19.59792,49.94583,17.52,999.79,43.76
1713411557,19.59792,49.97177,17.51,999.87,43.75
1713411567,19.61127,49.99466,17.51,999.76,43.75
1713411577,19.59792,49.98245,17.51,999.80,43.73
1713411587,19.59792,49.98245,17.51,999.81,43.75
1713411597,19.61127,49.97177,17.51,999.81,43.77
1713411607,19.59792,49.99466,17.51,999.78,43.75
1713411617,19.61127,50.01907,17.51,999.81,43.77
1713411627,19.62463,50.00992,17.51,999.78,43.78
1713411637,19.59792,49.97177,17.51,999.80,43.77
1713411647,19.5819,50.00381,17.51,999.77,43.78
1713411657,19.59792,49.98245,17.51,999.77,43.77
1713411667,19.5819,49.99161,17.51,999.80,43.78
1713411677,19.5819,50.0145,17.51,999.74,43.77
1713411687,19.56855,50.01297,17.51,999.82,43.78
1713411697,19.5819,49.98093,17.51,999.87,43.80
1713411707,19.5819,50.0145,17.51,999.77,43.80
1713411717,19.59792,50.01755,17.51,999.88,43.80
1713411727,19.5819,50.0145,17.51,999.77,43.80
1713411737,19.5819,49.96872,17.5,999.84,43.81
1713411747,19.5819,50.00381,17.51,999.82,43.79
1713411757,19.5819,49.96872,17.51,999.83,43.82
1713411767,19.62463,50.00992,17.51,999.80,43.80
1713411777,19.5819,49.99161,17.5,999.79,43.72
1713411787,19.5819,49.94583,17.51,999.88,43.75
1713411797,19.5552,49.99008,17.5,999.75,43.78
1713411807,19.59792,49.99466,17.5,999.75,43.83
1713411817,19.5819,50.00381,17.5,999.76,43.80
1713411827,19.5819,49.98093,17.5,999.84,43.79
1713411837,19.56855,50.01297,17.51,999.83,43.79
1713411847,19.56855,50.03738,17.5,999.84,43.80
1713411857,19.59792,50.02823,17.5,999.83,43.80
1713411867,19.56855,49.98093,17.5,999.81,43.79
1713411877,19.5819,49.98093,17.5,999.86,43.81
1713411887,19.5819,49.99161,17.5,999.78,43.83
1713411897,19.5819,50.0145,17.49,999.80,43.78
1713411907,19.56855,50.0267,17.5,999.86,43.78
1713411917,19.56855,49.99008,17.49,999.77,43.80
1713411927,19.5552,50.02365,17.49,999.74,43.80
1713411937,19.5819,50.00381,17.49,999.77,43.79
1713411947,19.5819,50.00381,17.5,999.78,43.79
1713411957,19.5819,50.0145,17.49,999.77,43.74
1713411967,19.5819,50.00381,17.49,999.79,43.80
1713411977,19.59792,49.97177,17.49,999.79,43.80
1713411987,19.5819,50.00381,17.49,999.71,43.80
1713411997,19.5819,49.98093,17.48,999.76,43.79
1713412007,19.5819,49.98093,17.49,999.69,43.80
1713412017,19.59792,50.01755,17.49,999.76,43.80
1713412027,19.5819,49.96872,17.49,999.74,43.79
1713412037,19.56855,49.94431,17.49,999.71,43.77
1713412047,19.56855,49.96719,17.49,999.68,43.78
1713412057,19.56855,49.96719,17.49,999.72,43.77
1713412067,19.56855,50.01297,17.48,999.68,43.79
1713412077,19.5819,49.99161,17.49,999.69,43.78
1713412087,19.56855,49.96719,17.48,999.70,43.75
1713412097,19.56855,49.98093,17.48,999.70,43.72
1713412107,19.56855,49.95346,17.48,999.73,43.77
1713412117,19.5552,49.96414,17.49,999.74,43.78
1713412127,19.5819,49.99161,17.48,999.65,43.74
1713412137,19.56855,49.92142,17.48,999.67,43.77
1713412147,19.5552,49.97787,17.49,999.68,43.77
1713412157,19.59792,49.99466,17.48,999.72,43.79
1713412167,19.56855,49.99008,17.48,999.68,43.77
1713412177,19.56855,49.98093,17.48,999.64,43.76
1713412187,19.5819,49.99161,17.48,999.67,43.75
1713412197,19.5819,49.95499,17.49,999.71,43.74
1713412207,19.5819,49.95499,17.48,999.72,43.71
1713412217,19.56855,49.94431,17.48,999.68,43.72
1713412227,19.56855,49.89547,17.47,999.66,43.70
1713412237,19.56855,49.94431,17.48,999.68,43.69
1713412247,19.5819,49.9321,17.47,999.62,43.71
1713412257,19.5552,49.91837,17.48,999.75,43.69
1713412267,19.56855,49.92142,17.48,999.67,43.68
1713412277,19.56855,49.90768,17.47,999.73,43.68
1713412287,19.56855,49.90768,17.48,999.72,43.70
1713412297,19.54185,49.89395,17.48,999.70,43.66
1713412307,19.54185,49.86801,17.47,999.71,43.68
1713412317,19.56855,49.89547,17.48,999.69,43.66
1713412327,19.56855,49.84817,17.47,999.71,43.67
1713412337,19.5552,49.87106,17.48,999.72,43.64
1713412347,19.5552,49.76272,17.47,999.66,43.57
1713412357,19.56855,49.76577,17.47,999.69,43.62
1713412367,19.56855,49.81308,17.47,999.71,43.66
1713412377,19.5552,49.85885,17.47,999.65,43.67
1713412387,19.54185,49.86801,17.48,999.72,43.67
1713412397,19.5819,49.8619,17.47,999.65,43.69
1713412407,19.5552,49.90463,17.47,999.65,43.69
1713412417,19.5552,49.89547,17.47,999.69,43.67
1713412427,19.54185,49.91684,17.47,999.68,43.67
1713412437,19.56855,49.89547,17.47,999.68,43.65
1713412447,19.54185,49.82223,17.47,999.71,43.62
1713412457,19.56855,49.82528,17.47,999.76,43.61
1713412467,19.5552,49.84817,17.47,999.68,43.65
1713412477,19.5552,49.83596,17.46,999.72,43.64
1713412487,19.5552,49.84817,17.47,999.71,43.61
1713412497,19.5552,49.85885,17.46,999.74,43.61
1713412507,19.5552,49.79934,17.47,999.71,43.62
1713412517,19.54185,49.84512,17.47,999.73,43.62
1713412527,19.54185,49.82223,17.47,999.71,43.62
1713412537,19.5552,49.78866,17.46,999.72,43.59
1713412547,19.54185,49.79934,17.47,999.68,43.62
1713412557,19.54185,49.79934,17.46,999.66,43.59
1713412567,19.54185,49.79934,17.47,999.76,43.60
1713412577,19.5552,49.79934,17.46,999.67,43.60
1713412587,19.54185,49.79934,17.47,999.76,43.59
1713412597,19.54185,49.77493,17.45,999.74,43.59
1713412607,19.5552,49.78866,17.47,999.71,43.60
1713412617,19.54185,49.78561,17.45,999.74,43.61
