timestamp,c_dht,h_dht,c_bme,p_bme,h_bme
1713375807,21.42176,53.15022,19.3,997.69,46.39
1713375817,21.42176,53.13954,19.29,997.73,46.36
1713375827,21.42176,53.15022,19.29,997.67,46.37
1713375837,21.43511,53.17311,19.29,997.70,46.38
1713375847,21.42176,53.15022,19.29,997.71,46.37
1713375857,21.42176,53.16243,19.29,997.78,46.40
1713375867,21.40841,53.15938,19.29,997.65,46.38
1713375877,21.45113,53.18684,19.28,997.72,46.40
1713375887,21.42176,53.18227,19.29,997.81,46.38
1713375897,21.40841,53.18227,19.28,997.71,46.37
1713375907,21.42176,53.15022,19.28,997.71,46.35
1713375917,21.43511,53.14107,19.28,997.72,46.37
1713375927,21.42176,53.17159,19.28,997.82,46.34
1713375937,21.42176,53.09529,19.27,997.78,46.34
1713375947,21.43511,53.11818,19.28,997.68,46.35
1713375957,21.40841,53.1487,19.29,997.89,46.37
1713375967,21.40841,53.12581,19.28,997.82,46.36
1713375977,21.42176,53.17159,19.28,997.80,46.37
1713375987,21.42176,53.15022,19.27,997.81,46.37
1713375997,21.40841,53.1136,19.28,997.82,46.37
1713376007,21.42176,53.12733,19.27,997.86,46.37
1713376017,21.42176,53.19447,19.27,997.80,46.39
1713376027,21.42176,53.19447,19.28,997.90,46.39
1713376037,21.40841,53.19142,19.28,997.87,46.39
1713376047,21.42176,53.12733,19.27,997.80,46.39
1713376057,21.40841,53.15938,19.27,997.80,46.40
1713376067,21.39239,53.17769,19.27,997.81,46.40
1713376077,21.42176,53.19447,19.27,997.65,46.39
1713376087,21.40841,53.19142,19.27,997.89,46.36
1713376097,21.42176,53.19447,19.26,997.82,46.39
1713376107,21.40841,53.15938,19.26,997.76,46.39
1713376117,21.40841,53.16853,19.26,997.85,46.39
1713376127,21.40841,53.18227,19.27,997.86,46.39
1713376137,21.40841,53.20363,19.26,997.98,46.39
1713376147,21.43511,53.196,19.26,997.84,46.41
1713376157,21.40841,53.22346,19.27,997.83,46.40
1713376167,21.40841,53.22346,19.26,997.81,46.40
1713376177,21.40841,53.21431,19.27,997.91,46.44
1713376187,21.40841,53.21431,19.26,997.87,46.44
1713376197,21.42176,53.21736,19.26,997.98,46.43
1713376207,21.39239,53.1899,19.26,997.88,46.43
1713376217,21.39239,53.20058,19.26,997.90,46.42
1713376227,21.40841,53.20363,19.26,997.87,46.44
1713376237,21.37904,53.20973,19.26,997.84,46.43
1713376247,21.40841,53.21431,19.26,997.87,46.45
1713376257,21.37904,53.23262,19.26,997.90,46.46
1713376267,21.40841,53.21431,19.25,997.89,46.46
1713376277,21.39239,53.21278,19.25,997.89,46.48
1713376287,21.39239,53.20058,19.25,997.91,46.46
1713376297,21.36568,53.21889,19.25,997.88,46.46
1713376307,21.36568,53.24025,19.25,997.89,46.47
1713376317,21.37904,53.24178,19.25,997.85,46.45
1713376327,21.37904,53.25398,19.25,997.94,46.46
1713376337,21.40841,53.2372,19.24,997.93,46.43
1713376347,21.37904,53.24178,19.25,997.99,46.45
1713376357,21.39239,53.21278,19.25,997.96,46.44
1713376367,21.37904,53.18684,19.24,997.95,46.42
1713376377,21.39239,53.22194,19.24,997.86,46.43
1713376387,21.37904,53.21889,19.24,997.92,46.45
1713376397,21.37904,53.20973,19.25,997.99,46.44
1713376407,21.36568,53.18532,19.25,997.96,46.41
1713376417,21.36568,53.23109,19.24,997.95,46.41
1713376427,21.37904,53.21889,19.24,997.93,46.43
1713376437,21.37904,53.23262,19.24,997.91,46.46
1713376447,21.37904,53.24178,19.24,997.97,46.43
1713376457,21.40841,53.2372,19.24,997.97,46.45
1713376467,21.36568,53.21889,19.24,997.94,46.46
1713376477,21.36568,53.27382,19.24,997.94,46.46
1713376487,21.36568,53.23109,19.24,997.94,46.46
1713376497,21.36568,53.25093,19.23,997.87,46.44
1713376507,21.36568,53.21889,19.24,997.88,46.48
1713376517,21.36568,53.25093,19.23,997.96,46.49
1713376527,21.39239,53.26466,19.23,997.96,46.49
1713376537,21.37904,53.26314,19.23,997.92,46.48
1713376547,21.36568,53.28603,19.23,997.96,46.50
1713376557,21.37904,53.27687,19.23,997.87,46.50
1713376567,21.37904,53.26314,19.23,997.93,46.48
1713376577,21.36568,53.25093,19.23,997.95,46.48
1713376587,21.35233,53.28297,19.23,997.89,46.48
1713376597,21.36568,53.25093,19.23,997.89,46.50
1713376607,21.37904,53.30891,19.23,998.00,46.50
1713376617,21.35233,53.29213,19.24,997.99,46.51
1713376627,21.37904,53.29671,19.22,997.97,46.52
1713376637,21.36568,53.32876,19.23,997.89,46.51
1713376647,21.35233,53.26009,19.23,997.93,46.48
1713376657,21.35233,53.28297,19.22,997.91,46.49
1713376667,21.35233,53.28297,19.23,997.82,46.49
1713376677,21.36568,53.30586,19.21,997.87,46.51
1713376687,21.36568,53.28603,19.22,997.83,46.49
1713376697,21.36568,53.28603,19.22,997.89,46.51
1713376707,21.35233,53.26009,19.22,997.83,46.50
1713376717,21.33631,53.26924,19.22,997.91,46.48
1713376727,21.32296,53.26772,19.22,997.89,46.50
1713376737,21.35233,53.27229,19.22,997.88,46.48
1713376747,21.35233,53.29213,19.21,997.90,46.53
1713376757,21.33631,53.26924,19.21,997.87,46.53
1713376767,21.36568,53.31807,19.21,997.78,46.51
1713376777,21.36568,53.27382,19.21,997.87,46.51
1713376787,21.35233,53.27229,19.21,997.87,46.51
1713376797,21.33631,53.31349,19.21,997.84,46.52
1713376807,21.33631,53.31349,19.21,997.79,46.50
1713376817,21.36568,53.29518,19.21,997.84,46.51
1713376827,21.33631,53.33334,19.2,997.83,46.51
1713376837,21.32296,53.33181,19.21,997.87,46.53
1713376847,21.33631,53.32418,19.2,997.83,46.55
1713376857,21.36568,53.35012,19.21,997.76,46.53
1713376867,21.35233,53.32723,19.2,997.72,46.53
1713376877,21.33631,53.32418,19.2,997.69,46.55
1713376887,21.33631,53.30128,19.2,997.71,46.52
1713376897,21.35233,53.30434,19.21,997.73,46.53
1713376907,21.32296,53.28755,19.2,997.69,46.51
1713376917,21.35233,53.31502,19.2,997.69,46.52
1713376927,21.33631,53.26924,19.2,997.74,46.52
1713376937,21.32296,53.31044,19.2,997.71,46.52
1713376947,21.33631,53.33334,19.2,997.77,46.52
1713376957,21.33631,53.35622,19.2,997.66,46.52
1713376967,21.32296,53.32265,19.2,997.66,46.54
1713376977,21.33631,53.33334,19.2,997.68,46.51
1713376987,21.32296,53.32265,19.19,997.65,46.50
1713376997,21.33631,53.33334,19.2,997.66,46.52
1713377007,21.33631,53.34554,19.19,997.68,46.53
1713377017,21.32296,53.3547,19.19,997.65,46.51
1713377027,21.33631,53.33334,19.2,997.66,46.53
1713377037,21.33631,53.30128,19.2,997.68,46.53
1713377047,21.30961,53.34097,19.19,997.64,46.54
1713377057,21.33631,53.33334,19.2,997.63,46.52
1713377067,21.32296,53.28755,19.19,997.54,46.52
1713377077,21.33631,53.35622,19.18,997.55,46.52
1713377087,21.33631,53.32418,19.19,997.54,46.52
1713377097,21.32296,53.28755,19.19,997.62,46.52
1713377107,21.29626,53.31807,19.18,997.55,46.52
1713377117,21.35233,53.33639,19.18,997.55,46.51
1713377127,21.33631,53.28145,19.19,997.57,46.52
1713377137,21.32296,53.31044,19.18,997.53,46.51
1713377147,21.30961,53.3196,19.17,997.43,46.49
1713377157,21.32296,53.28755,19.19,997.48,46.51
1713377167,21.30961,53.27687,19.18,997.39,46.51
1713377177,21.32296,53.32265,19.18,997.41,46.49
1713377187,21.32296,53.28755,19.17,997.38,46.48
1713377197,21.33631,53.2906,19.18,997.39,46.51
1713377207,21.32296,53.2784,19.18,997.36,46.49
1713377217,21.32296,53.29976,19.17,997.32,46.49
1713377227,21.32296,53.25551,19.17,997.27,46.50
1713377237,21.29626,53.28297,19.16,997.23,46.49
1713377247,21.30961,53.28603,19.18,997.36,46.51
1713377257,21.30961,53.28603,19.16,997.25,46.47
1713377267,21.30961,53.30891,19.16,997.25,46.48
1713377277,21.30961,53.26466,19.17,997.32,46.50
1713377287,21.29626,53.25093,19.17,997.26,46.49
1713377297,21.30961,53.29976,19.17,997.29,46.48
1713377307,21.32296,53.29976,19.17,997.23,46.50
1713377317,21.30961,53.27687,19.17,997.24,46.50
1713377327,21.30961,53.30891,19.17,997.29,46.50
1713377337,21.29626,53.29671,19.16,997.27,46.50
1713377347,21.29626,53.27382,19.16,997.22,46.50
1713377357,21.30961,53.28603,19.18,997.33,46.53
1713377367,21.32296,53.33181,19.16,997.28,46.55
1713377377,21.28024,53.32418,19.16,997.24,46.56
1713377387,21.29626,53.34097,19.16,997.30,46.57
1713377397,21.32296,53.37759,19.16,997.18,46.56
1713377407,21.29626,53.34097,19.16,997.21,46.57
1713377417,21.28024,53.33639,19.16,997.22,46.54
1713377427,21.29626,53.30586,19.16,997.27,46.54
1713377437,21.28024,53.35928,19.16,997.26,46.54
1713377447,21.28024,53.35928,19.16,997.24,46.54
1713377457,21.30961,53.3196,19.16,997.26,46.55
1713377467,21.28024,53.32418,19.15,997.23,46.55
1713377477,21.29626,53.32723,19.16,997.27,46.54
1713377487,21.30961,53.29976,19.16,997.21,46.54
1713377497,21.28024,53.29518,19.15,997.28,46.51
1713377507,21.29626,53.28297,19.15,997.26,46.51
1713377517,21.28024,53.30434,19.16,997.21,46.50
1713377527,21.29626,53.31807,19.15,997.22,46.51
1713377537,21.28024,53.31502,19.16,997.24,46.51
1713377547,21.28024,53.30434,19.16,997.21,46.49
1713377557,21.28024,53.29518,19.16,997.29,46.51
1713377567,21.28024,53.30434,19.15,997.22,46.49
1713377577,21.26688,53.30128,19.15,997.26,46.49
1713377587,21.28024,53.27229,19.15,997.26,46.48
1713377597,21.29626,53.28297,19.15,997.25,46.49
1713377607,21.28024,53.27229,19.15,997.27,46.49
1713377617,21.29626,53.29671,19.16,997.37,46.49
1713377627,21.26688,53.30128,19.15,997.28,46.47
1713377637,21.26688,53.28145,19.16,997.33,46.48
1713377647,21.26688,53.32265,19.15,997.31,46.48
1713377657,21.29626,53.29671,19.15,997.36,46.50
1713377667,21.28024,53.30434,19.15,997.28,46.49
1713377677,21.26688,53.30128,19.16,997.43,46.49
1713377687,21.28024,53.28145,19.14,997.40,46.49
1713377697,21.28024,53.30434,19.16,997.37,46.51
1713377707,21.28024,53.32418,19.16,997.37,46.49
1713377717,21.26688,53.29213,19.15,997.44,46.50
1713377727,21.28024,53.33639,19.16,997.51,46.50
1713377737,21.29626,53.30586,19.15,997.41,46.50
1713377747,21.26688,53.29213,19.15,997.41,46.51
1713377757,21.28024,53.29518,19.14,997.43,46.50
1713377767,21.26688,53.30128,19.15,997.44,46.50
1713377777,21.26688,53.31349,19.14,997.39,46.52
1713377787,21.26688,53.31349,19.14,997.46,46.52
1713377797,21.28024,53.31502,19.14,997.46,46.51
1713377807,21.28024,53.29518,19.13,997.39,46.49
1713377817,21.26688,53.28145,19.14,997.46,46.51
1713377827,21.28024,53.30434,19.14,997.45,46.52
1713377837,21.26688,53.29213,19.14,997.46,46.50
1713377847,21.26688,53.29213,19.14,997.45,46.50
1713377857,21.28024,53.32418,19.13,997.44,46.51
1713377867,21.26688,53.32265,19.13,997.47,46.51
1713377877,21.25353,53.33334,19.12,997.45,46.53
1713377887,21.26688,53.34554,19.13,997.43,46.54
1713377897,21.26688,53.35622,19.12,997.44,46.56
1713377907,21.23751,53.35165,19.13,997.43,46.57
1713377917,21.26688,53.37911,19.14,997.56,46.57
1713377927,21.25353,53.33334,19.14,997.42,46.57
1713377937,21.25353,53.38827,19.13,997.54,46.58
1713377947,21.25353,53.36538,19.14,997.47,46.58
1713377957,21.25353,53.39742,19.13,997.51,46.58
1713377967,21.26688,53.35622,19.13,997.54,46.54
1713377977,21.23751,53.33181,19.13,997.57,46.55
1713377987,21.26688,53.34554,19.13,997.51,46.54
1713377997,21.25353,53.34249,19.13,997.51,46.54
1713378007,21.26688,53.35622,19.13,997.54,46.53
1713378017,21.26688,53.34554,19.13,997.54,46.53
1713378027,21.23751,53.33181,19.13,997.54,46.52
1713378037,21.26688,53.33639,19.13,997.57,46.53
1713378047,21.28024,53.30434,19.13,997.54,46.53
1713378057,21.26688,53.32265,19.13,997.65,46.53
1713378067,21.25353,53.26772,19.11,997.57,46.51
1713378077,21.23751,53.29671,19.11,997.57,46.52
1713378087,21.25353,53.29976,19.12,997.55,46.51
1713378097,21.23751,53.29671,19.11,997.57,46.50
1713378107,21.25353,53.26772,19.11,997.57,46.51
1713378117,21.23751,53.27687,19.12,997.52,46.51
1713378127,21.23751,53.28755,19.11,997.60,46.50
1713378137,21.25353,53.29976,19.1,997.50,46.52
1713378147,21.23751,53.30891,19.11,997.59,46.52
1713378157,21.23751,53.28755,19.11,997.59,46.50
1713378167,21.23751,53.27687,19.1,997.64,46.48
1713378177,21.23751,53.27687,19.11,997.56,46.50
1713378187,21.25353,53.31044,19.1,997.64,46.52
1713378197,21.23751,53.33181,19.11,997.60,46.53
1713378207,21.23751,53.34097,19.11,997.62,46.51
1713378217,21.25353,53.36538,19.11,997.64,46.52
1713378227,21.23751,53.34097,19.11,997.62,46.54
1713378237,21.23751,53.34097,19.11,997.65,46.54
1713378247,21.23751,53.30891,19.11,997.62,46.53
1713378257,21.23751,53.34097,19.1,997.71,46.53
1713378267,21.21081,53.31502,19.11,997.70,46.52
1713378277,21.22416,53.30586,19.1,997.63,46.53
1713378287,21.23751,53.33181,19.1,997.61,46.50
1713378297,21.22416,53.30586,19.11,997.62,46.51
1713378307,21.22416,53.33791,19.1,997.66,46.55
1713378317,21.21081,53.34707,19.1,997.65,46.57
1713378327,21.23751,53.37453,19.09,997.62,46.58
1713378337,21.21081,53.33639,19.09,997.67,46.57
1713378347,21.22416,53.35012,19.09,997.65,46.57
1713378357,21.21081,53.35928,19.1,997.63,46.57
1713378367,21.22416,53.37301,19.1,997.60,46.54
1713378377,21.22416,53.3608,19.1,997.60,46.58
1713378387,21.23751,53.38674,19.09,997.70,46.61
1713378397,21.23751,53.35165,19.09,997.69,46.58
1713378407,21.22416,53.39285,19.09,997.67,46.61
1713378417,21.21081,53.402,19.09,997.67,46.62
1713378427,21.23751,53.3959,19.09,997.69,46.61
1713378437,21.19746,53.36843,19.09,997.67,46.62
1713378447,21.22416,53.39285,19.1,997.71,46.56
1713378457,21.22416,53.37301,19.09,997.63,46.56
1713378467,21.22416,53.33791,19.09,997.69,46.56
1713378477,21.23751,53.33181,19.08,997.70,46.55
1713378487,21.22416,53.32876,19.09,997.66,46.54
1713378497,21.22416,53.33791,19.09,997.68,46.53
1713378507,21.21081,53.30434,19.09,997.71,46.54
1713378517,21.19746,53.34554,19.08,997.68,46.54
1713378527,21.22416,53.33791,19.08,997.67,46.55
1713378537,21.22416,53.32876,19.09,997.75,46.55
1713378547,21.22416,53.33791,19.09,997.66,46.55
1713378557,21.22416,53.33791,19.09,997.71,46.56
1713378567,21.22416,53.37301,19.09,997.74,46.57
1713378577,21.22416,53.37301,19.08,997.68,46.57
1713378587,21.25353,53.38827,19.08,997.76,46.56
1713378597,21.22416,53.32876,19.07,997.74,46.55
1713378607,21.22416,53.32876,19.07,997.72,46.58
1713378617,21.22416,53.33791,19.08,997.73,46.56
1713378627,21.21081,53.34707,19.08,997.73,46.55
1713378637,21.21081,53.35928,19.08,997.73,46.55
1713378647,21.19746,53.32418,19.08,997.75,46.55
1713378657,21.19746,53.31349,19.07,997.73,46.56
1713378667,21.21081,53.33639,19.07,997.72,46.57
1713378677,21.19746,53.33334,19.07,997.74,46.58
1713378687,21.19746,53.34554,19.07,997.80,46.57
1713378697,21.21081,53.35928,19.06,997.73,46.57
1713378707,21.21081,53.39132,19.06,997.81,46.59
1713378717,21.19746,53.38827,19.07,997.80,46.57
1713378727,21.19746,53.31349,19.06,997.73,46.60
1713378737,21.21081,53.36996,19.07,997.79,46.60
1713378747,21.18143,53.3547,19.06,997.78,46.57
1713378757,21.19746,53.35928,19.07,997.76,46.58
1713378767,21.21081,53.36996,19.07,997.82,46.60
1713378777,21.21081,53.38216,19.06,997.75,46.62
1713378787,21.19746,53.40047,19.06,997.75,46.61
1713378797,21.21081,53.41421,19.07,997.82,46.62
1713378807,21.21081,53.39132,19.05,997.79,46.61
1713378817,21.21081,53.36996,19.06,997.73,46.61
1713378827,21.21081,53.38216,19.06,997.78,46.62
1713378837,21.22416,53.39285,19.06,997.81,46.65
1713378847,21.19746,53.38827,19.05,997.76,46.62
1713378857,21.21081,53.38216,19.06,997.75,46.64
1713378867,21.18143,53.37759,19.06,997.81,46.62
1713378877,21.19746,53.37911,19.05,997.79,46.62
1713378887,21.18143,53.37759,19.06,997.80,46.61
1713378897,21.19746,53.37911,19.06,997.78,46.64
1713378907,21.15206,53.38216,19.05,997.84,46.62
1713378917,21.19746,53.41116,19.04,997.83,46.62
1713378927,21.19746,53.37911,19.05,997.79,46.62
1713378937,21.19746,53.42336,19.05,997.79,46.65
1713378947,21.19746,53.41116,19.05,997.82,46.62
1713378957,21.18143,53.39742,19.05,997.76,46.63
1713378967,21.19746,53.38827,19.06,997.83,46.62
1713378977,21.18143,53.38674,19.04,997.78,46.63
1713378987,21.18143,53.42031,19.05,997.81,46.63
1713378997,21.18143,53.45235,19.04,997.72,46.63
1713379007,21.19746,53.42336,19.05,997.74,46.63
1713379017,21.19746,53.42336,19.05,997.76,46.66
1713379027,21.16541,53.42947,19.05,997.76,46.65
1713379037,21.18143,53.46456,19.04,997.78,46.68
1713379047,21.18143,53.40963,19.04,997.77,46.67
1713379057,21.16541,53.41879,19.04,997.77,46.66
1713379067,21.18143,53.45235,19.04,997.78,46.67
1713379077,21.18143,53.43252,19.04,997.80,46.68
1713379087,21.16541,53.45235,19.04,997.72,46.69
1713379097,21.16541,53.47372,19.03,997.71,46.67
1713379107,21.16541,53.45235,19.04,997.79,46.68
1713379117,21.18143,53.4844,19.04,997.72,46.68
1713379127,21.18143,53.46456,19.04,997.85,46.68
1713379137,21.16541,53.45235,19.03,997.76,46.67
1713379147,21.15206,53.45998,19.04,997.74,46.69
1713379157,21.18143,53.45235,19.04,997.74,46.68
1713379167,21.18143,53.47524,19.03,997.79,46.68
1713379177,21.16541,53.45235,19.04,997.71,46.67
1713379187,21.15206,53.42794,19.03,997.73,46.63
1713379197,21.15206,53.4371,19.03,997.78,46.69
1713379207,21.16541,53.47372,19.03,997.76,46.67
1713379217,21.15206,53.45998,19.03,997.75,46.66
1713379227,21.16541,53.42947,19.02,997.77,46.65
1713379237,21.16541,53.45235,19.02,997.77,46.67
1713379247,21.16541,53.40658,19.03,997.75,46.68
1713379257,21.15206,53.47982,19.03,997.75,46.68
1713379267,21.16541,53.43862,19.02,997.72,46.70
1713379277,21.16541,53.45235,19.04,997.77,46.69
1713379287,21.15206,53.42794,19.03,997.78,46.69
1713379297,21.16541,53.45235,19.02,997.80,46.69
1713379307,21.16541,53.43862,19.03,997.79,46.67
1713379317,21.15206,53.47982,19.03,997.73,46.69
1713379327,21.13871,53.44778,19.02,997.74,46.66
1713379337,21.15206,53.4371,19.02,997.79,46.66
1713379347,21.15206,53.47066,19.03,997.70,46.68
1713379357,21.15206,53.41573,19.02,997.72,46.67
1713379367,21.16541,53.49355,19.03,997.81,46.68
1713379377,21.15206,53.42794,19.03,997.81,46.68
1713379387,21.15206,53.42794,19.02,997.79,46.69
1713379397,21.15206,53.45998,19.02,997.77,46.69
1713379407,21.13871,53.46914,19.02,997.74,46.69
1713379417,21.15206,53.49355,19.02,997.80,46.69
1713379427,21.15206,53.49355,19.02,997.79,46.71
1713379437,21.12268,53.47524,19.02,997.79,46.71
1713379447,21.15206,53.51492,19.01,997.75,46.70
1713379457,21.13871,53.46914,19.01,997.81,46.69
1713379467,21.16541,53.47372,19.01,997.76,46.67
1713379477,21.13871,53.49203,19.02,997.74,46.72
1713379487,21.13871,53.46914,19.02,997.80,46.69
1713379497,21.15206,53.45998,19.02,997.77,46.70
1713379507,21.15206,53.47982,19.02,997.74,46.70
1713379517,21.12268,53.46609,19.01,997.73,46.70
1713379527,21.12268,53.47524,19.01,997.72,46.69
1713379537,21.15206,53.47982,19.01,997.75,46.71
1713379547,21.16541,53.47372,19.01,997.78,46.70
1713379557,21.12268,53.46609,19.01,997.81,46.71
1713379567,21.13871,53.44778,19.01,997.76,46.71
1713379577,21.13871,53.52407,19.01,997.80,46.72
1713379587,21.13871,53.45693,19.01,997.77,46.71
1713379597,21.13871,53.49203,19.01,997.75,46.73
1713379607,21.13871,53.47982,19.01,997.82,46.73
1713379617,21.12268,53.48898,19.01,997.84,46.73
1713379627,21.12268,53.51034,19.01,997.83,46.71
1713379637,21.13871,53.44778,19.01,997.83,46.71
1713379647,21.13871,53.50271,19.01,997.80,46.72
1713379657,21.13871,53.52407,19.01,997.77,46.72
1713379667,21.12268,53.55306,19.01,997.85,46.72
1713379677,21.12268,53.50118,19.0,997.84,46.72
1713379687,21.12268,53.53323,19.01,997.86,46.73
1713379697,21.15206,53.54848,19.0,997.89,46.72
1713379707,21.15206,53.51492,19.0,997.81,46.74
1713379717,21.10933,53.48745,19.0,997.81,46.74
1713379727,21.12268,53.52102,19.01,997.82,46.73
1713379737,21.13871,53.51186,19.01,997.90,46.74
1713379747,21.12268,53.52102,19.01,997.82,46.72
1713379757,21.13871,53.53475,19.01,997.82,46.74
1713379767,21.10933,53.54238,19.01,997.85,46.76
1713379777,21.12268,53.53323,19.0,997.80,46.76
1713379787,21.13871,53.54696,19.0,997.83,46.74
1713379797,21.10933,53.51949,19.0,997.83,46.75
1713379807,21.10933,53.56222,19.0,997.87,46.74
1713379817,21.12268,53.56527,19.0,997.86,46.76
1713379827,21.13871,53.51186,19.01,997.85,46.75
1713379837,21.12268,53.54391,19.0,997.87,46.76
1713379847,21.12268,53.56527,19.01,997.93,46.77
1713379857,21.10933,53.55154,19.0,997.86,46.77
1713379867,21.13871,53.53475,18.99,997.82,46.75
1713379877,21.09598,53.57137,19.0,997.87,46.79
1713379887,21.12268,53.53323,19.0,997.84,46.80
1713379897,21.12268,53.57442,18.99,997.85,46.77
1713379907,21.13871,53.54696,19.0,997.89,46.78
1713379917,21.10933,53.56222,18.99,997.87,46.78
1713379927,21.09598,53.57137,18.99,997.85,46.78
1713379937,21.12268,53.53323,18.99,997.87,46.77
1713379947,21.12268,53.56527,18.98,997.84,46.77
1713379957,21.12268,53.54391,18.99,997.85,46.76
1713379967,21.10933,53.55154,18.99,997.90,46.76
1713379977,21.12268,53.53323,19.0,997.89,46.75
1713379987,21.10933,53.54238,18.99,997.90,46.75
1713379997,21.12268,53.54391,19.0,997.91,46.75
1713380007,21.12268,53.54391,18.99,997.87,46.76
1713380017,21.10933,53.54238,18.99,997.90,46.74
1713380027,21.12268,53.56527,18.99,997.90,46.74
1713380037,21.10933,53.54238,18.99,998.00,46.75
1713380047,21.10933,53.55154,18.98,997.91,46.75
1713380057,21.10933,53.55154,18.99,997.90,46.72
1713380067,21.09598,53.51644,18.99,997.92,46.73
1713380077,21.10933,53.53017,18.98,997.88,46.74
1713380087,21.09598,53.4966,18.98,997.86,46.68
1713380097,21.10933,53.48745,18.99,997.98,46.68
1713380107,21.07996,53.48287,18.98,997.94,46.67
1713380117,21.10933,53.49813,18.98,997.94,46.71
1713380127,21.09598,53.52865,18.98,997.89,46.71
1713380137,21.10933,53.50729,18.97,997.95,46.71
1713380147,21.10933,53.48745,18.97,997.89,46.71
1713380157,21.09598,53.50576,18.98,997.91,46.70
1713380167,21.10933,53.49813,18.99,997.98,46.67
1713380177,21.09598,53.4844,18.98,997.88,46.67
1713380187,21.12268,53.46609,18.97,997.98,46.69
1713380197,21.09598,53.47372,18.97,997.92,46.69
1713380207,21.10933,53.47524,18.98,997.97,46.71
1713380217,21.09598,53.53933,18.98,998.00,46.73
1713380227,21.09598,53.51644,18.98,998.00,46.73
1713380237,21.09598,53.4966,18.98,997.91,46.70
1713380247,21.10933,53.49813,18.98,997.97,46.68
1713380257,21.07996,53.49355,18.97,997.93,46.71
1713380267,21.07996,53.49355,18.97,997.93,46.69
1713380277,21.10933,53.50729,18.98,997.96,46.71
1713380287,21.09598,53.50576,18.97,997.97,46.70
1713380297,21.10933,53.48745,18.98,997.94,46.67
1713380307,21.07996,53.49355,18.98,997.99,46.70
1713380317,21.09598,53.4844,18.98,997.92,46.68
1713380327,21.10933,53.46456,18.97,997.93,46.69
1713380337,21.07996,53.48287,18.98,997.99,46.69
1713380347,21.09598,53.4966,18.97,997.98,46.72
1713380357,21.09598,53.50576,18.97,997.95,46.70
1713380367,21.10933,53.51949,18.97,997.92,46.71
1713380377,21.07996,53.48287,18.97,997.97,46.70
1713380387,21.07996,53.47066,18.97,997.97,46.69
1713380397,21.10933,53.46456,18.98,997.99,46.67
1713380407,21.09598,53.51644,18.97,997.95,46.70
1713380417,21.0666,53.47982,18.96,997.97,46.68
1713380427,21.07996,53.48287,18.96,997.97,46.70
1713380437,21.07996,53.49355,18.96,997.91,46.71
1713380447,21.07996,53.48287,18.96,997.94,46.71
1713380457,21.07996,53.5256,18.97,997.92,46.71
1713380467,21.07996,53.5378,18.97,997.95,46.70
1713380477,21.0666,53.52407,18.97,997.97,46.72
1713380487,21.0666,53.53475,18.96,997.93,46.76
1713380497,21.0666,53.53475,18.96,997.97,46.74
1713380507,21.09598,53.51644,18.96,997.97,46.70
1713380517,21.07996,53.50271,18.96,997.96,46.69
1713380527,21.07996,53.5378,18.96,997.96,46.72
1713380537,21.09598,53.4966,18.96,997.91,46.71
1713380547,21.0666,53.50118,18.96,997.96,46.73
1713380557,21.0666,53.50118,18.97,997.95,46.76
1713380567,21.07996,53.5256,18.95,997.90,46.72
1713380577,21.07996,53.50271,18.96,997.97,46.72
1713380587,21.0666,53.51186,18.96,997.99,46.74
1713380597,21.0666,53.47982,18.95,997.92,46.72
1713380607,21.07996,53.51492,18.95,997.92,46.70
1713380617,21.05325,53.52102,18.96,997.96,46.71
1713380627,21.0666,53.51186,18.95,998.00,46.71
1713380637,21.0666,53.50118,18.95,997.97,46.70
1713380647,21.0666,53.44625,18.95,998.00,46.67
1713380657,21.0666,53.50118,18.95,998.00,46.69
1713380667,21.0666,53.49203,18.95,998.03,46.71
1713380677,21.0666,53.49203,18.95,997.94,46.71
1713380687,21.0666,53.50118,18.95,998.00,46.72
1713380697,21.05325,53.52102,18.95,998.03,46.71
1713380707,21.07996,53.51492,18.94,997.99,46.73
1713380717,21.0666,53.53475,18.94,998.01,46.75
1713380727,21.0399,53.53017,18.95,998.02,46.73
1713380737,21.07996,53.5378,18.95,998.02,46.75
1713380747,21.0666,53.5668,18.94,998.01,46.76
1713380757,21.0666,53.52407,18.94,998.01,46.77
1713380767,21.0666,53.58968,18.95,998.05,46.77
1713380777,21.0666,53.55611,18.94,997.93,46.75
1713380787,21.0666,53.51186,18.94,997.97,46.78
1713380797,21.05325,53.57595,18.94,998.01,46.74
1713380807,21.05325,53.53323,18.94,998.03,46.76
1713380817,21.07996,53.51492,18.94,998.01,46.76
1713380827,21.0666,53.51186,18.94,997.98,46.76
1713380837,21.0666,53.5668,18.94,998.01,46.78
1713380847,21.0666,53.58968,18.94,998.01,46.78
1713380857,21.0666,53.579,18.93,997.96,46.80
1713380867,21.05325,53.58816,18.94,997.99,46.80
1713380877,21.07996,53.58053,18.94,997.97,46.79
1713380887,21.0666,53.59884,18.94,998.03,46.80
1713380897,21.05325,53.58816,18.93,998.02,46.80
1713380907,21.05325,53.57595,18.94,998.03,46.82
1713380917,21.0399,53.61715,18.93,998.02,46.81
1713380927,21.02388,53.58358,18.94,997.97,46.83
1713380937,21.07996,53.56985,18.93,997.99,46.82
1713380947,21.05325,53.60799,18.93,998.04,46.83
1713380957,21.05325,53.58816,18.93,997.96,46.84
1713380967,21.0666,53.59884,18.93,998.02,46.83
