timestamp,c_sht,h_sht,c_bme,p_bme,h_bme,c_lm,lux_diode
1713578201,20.05188,56.67964,18.33,1003.74,48.61,21.03319,2.221714
1713578211,20.07858,56.68422,18.33,1003.81,48.64,21.03319,2.197299
1713578221,20.06523,56.70253,18.33,1003.81,48.61,20.95262,2.221714
1713578231,20.09193,56.71931,18.34,1003.81,48.58,21.03319,2.246128
1713578241,20.09193,56.67506,18.34,1003.79,48.57,21.11376,2.221714
1713578251,20.07858,56.65217,18.33,1003.83,48.64,21.03319,2.221714
1713578261,20.09193,56.62013,18.33,1003.83,48.57,21.03319,2.221714
1713578271,20.09193,56.68727,18.33,1003.8,48.56,20.95262,2.221714
1713578281,20.07858,56.70558,18.33,1003.83,48.53,20.95262,2.221714
1713578291,20.06523,56.70253,18.33,1003.86,48.53,21.03319,2.221714
1713578301,20.09193,56.68727,18.33,1003.82,48.59,21.11376,2.221714
1713578311,20.09193,56.71931,18.33,1003.84,48.59,20.95262,2.221714
1713578321,20.06523,56.63844,18.33,1003.8,48.62,21.03319,2.221714
1713578331,20.07858,56.67353,18.33,1003.91,48.63,20.95262,2.221714
1713578341,20.06523,56.68269,18.33,1003.83,48.68,20.95262,2.221714
1713578351,20.06523,56.63844,18.33,1003.8,48.64,20.95262,2.221714
1713578361,20.06523,56.65065,18.33,1003.81,48.65,20.87205,2.221714
1713578371,20.05188,56.67048,18.33,1003.86,48.58,20.95262,2.221714
1713578381,20.07858,56.64149,18.33,1003.83,48.66,21.11376,2.221714
1713578391,20.05188,56.71473,18.33,1003.81,48.58,21.03319,2.221714
1713578401,20.06523,56.67353,18.33,1003.83,48.55,21.03319,2.221714
1713578411,20.06523,56.66133,18.33,1003.8,48.61,21.03319,2.221714
1713578421,20.05188,56.64759,18.33,1003.88,48.66,21.11376,2.221714
1713578431,20.07858,56.66133,18.33,1003.81,48.66,20.95262,2.221714
1713578441,20.06523,56.57435,18.34,1003.84,48.55,20.95262,2.221714
1713578451,20.03586,56.59266,18.33,1003.83,48.61,21.11376,2.221714
1713578461,20.07858,56.6064,18.33,1003.86,48.62,21.03319,2.221714
1713578471,20.05188,56.63691,18.33,1003.84,48.58,21.11376,2.221714
1713578481,20.05188,56.57283,18.33,1003.86,48.65,21.03319,2.221714
1713578491,20.06523,56.6064,18.33,1003.83,48.53,21.03319,2.221714
1713578501,20.06523,56.58351,18.34,1003.76,48.53,21.11376,2.221714
1713578511,20.05188,56.60487,18.34,1003.87,48.62,20.95262,2.221714
1713578521,20.06523,56.59571,18.34,1003.8,48.62,21.11376,2.221714
1713578531,20.06523,56.63844,18.34,1003.82,48.61,20.95262,2.221714
1713578541,20.06523,56.65065,18.34,1003.9,48.56,21.03319,2.221714
1713578551,20.06523,56.67353,18.34,1003.9,48.5,21.03319,2.221714
1713578561,20.05188,56.6598,18.34,1003.88,48.54,21.03319,2.197299
1713578571,20.05188,56.60487,18.33,1003.81,48.54,21.03319,2.221714
1713578581,20.06523,56.58351,18.33,1003.83,48.55,21.03319,2.221714
1713578591,20.06523,56.58351,18.33,1003.85,48.55,21.03319,2.221714
1713578601,20.06523,56.57435,18.33,1003.86,48.57,21.03319,2.221714
1713578611,20.05188,56.58198,18.33,1003.81,48.6,20.95262,2.221714
1713578621,20.06523,56.63844,18.34,1003.84,48.54,21.03319,2.221714
1713578631,20.05188,56.64759,18.34,1003.84,48.58,21.03319,2.197299
1713578641,20.05188,56.60487,18.33,1003.83,48.62,20.95262,2.221714
1713578651,20.06523,56.62776,18.33,1003.86,48.54,20.95262,2.221714
1713578661,20.06523,56.59571,18.33,1003.88,48.57,21.03319,2.221714
1713578671,20.06523,56.55146,18.33,1003.87,48.61,21.03319,2.221714
1713578681,20.05188,56.55146,18.33,1003.87,48.57,21.03319,2.221714
1713578691,20.05188,56.62471,18.33,1003.89,48.54,20.95262,2.221714
1713578701,20.05188,56.60487,18.33,1003.93,48.62,21.11376,2.221714
1713578711,20.05188,56.53773,18.34,1003.84,48.55,20.95262,2.221714
1713578721,20.03586,56.61403,18.33,1003.84,48.56,20.95262,2.221714
1713578731,20.06523,56.6064,18.32,1003.86,48.54,20.95262,2.221714
1713578741,20.05188,56.63691,18.32,1003.86,48.57,21.03319,2.221714
1713578751,20.05188,56.60487,18.32,1003.86,48.64,21.03319,2.221714
1713578761,20.03586,56.57893,18.31,1003.9,48.64,20.95262,2.221714
1713578771,20.03586,56.55909,18.32,1003.91,48.64,20.95262,2.246128
1713578781,20.06523,56.58351,18.31,1003.92,48.53,21.03319,2.221714
1713578791,20.06523,56.59571,18.32,1003.89,48.51,20.95262,2.221714
1713578801,20.07858,56.62928,18.32,1003.94,48.54,21.03319,2.221714
1713578811,20.05188,56.67048,18.32,1003.94,48.56,20.95262,2.221714
1713578821,20.05188,56.67048,18.31,1003.93,48.59,20.95262,2.221714
1713578831,20.06523,56.6064,18.32,1003.89,48.58,20.95262,2.221714
1713578841,20.05188,56.62471,18.32,1003.97,48.63,21.03319,2.221714
1713578851,20.03586,56.61403,18.33,1003.99,48.55,21.03319,2.221714
1713578861,20.05188,56.59266,18.32,1003.84,48.59,20.95262,2.221714
1713578871,20.06523,56.6064,18.32,1003.94,48.58,21.03319,2.221714
1713578881,20.03586,56.59266,18.31,1003.85,48.55,21.03319,2.221714
1713578891,20.06523,56.6064,18.32,1003.88,48.56,20.95262,2.246128
1713578901,20.05188,56.61555,18.32,1003.94,48.57,21.11376,2.221714
1713578911,20.03586,56.61403,18.32,1003.96,48.57,21.11376,2.221714
1713578921,20.03586,56.57893,18.32,1003.88,48.56,21.03319,2.221714
1713578931,20.06523,56.6064,18.31,1003.9,48.53,21.03319,2.221714
1713578941,20.05188,56.50569,18.32,1003.91,48.56,20.95262,2.221714
1713578951,20.06523,56.58351,18.31,1003.92,48.53,21.03319,2.221714
1713578961,20.06523,56.57435,18.31,1003.89,48.63,21.03319,2.221714
1713578971,20.03586,56.59266,18.32,1003.94,48.57,21.03319,2.221714
1713578981,20.05188,56.55146,18.31,1003.93,48.63,20.95262,2.221714
1713578991,20.05188,56.56062,18.31,1004.01,48.58,21.11376,2.221714
1713579001,20.03586,56.53773,18.31,1003.93,48.56,21.11376,2.221714
1713579011,20.03586,56.55909,18.31,1003.87,48.48,20.95262,2.221714
1713579021,20.03586,56.55909,18.31,1003.87,48.58,21.11376,2.221714
1713579031,20.03586,56.57893,18.32,1003.96,48.56,20.95262,2.221714
1713579041,20.03586,56.61403,18.31,1003.93,48.55,21.03319,2.221714
1713579051,20.05188,56.6598,18.31,1003.98,48.54,21.03319,2.221714
1713579061,20.05188,56.67048,18.32,1003.92,48.58,21.03319,2.221714
1713579071,20.06523,56.6186,18.31,1003.96,48.6,21.11376,2.221714
1713579081,20.06523,56.6064,18.32,1003.99,48.54,20.95262,2.221714
1713579091,20.05188,56.60487,18.32,1003.94,48.52,21.03319,2.246128
1713579101,20.05188,56.58198,18.31,1003.98,48.55,20.95262,2.221714
1713579111,20.05188,56.60487,18.3,1003.97,48.59,20.95262,2.221714
1713579121,20.01984,56.56825,18.31,1003.97,48.57,21.03319,2.221714
1713579131,20.01984,56.57893,18.31,1003.98,48.58,21.03319,2.221714
1713579141,20.03586,56.50416,18.3,1004.05,48.62,20.95262,2.221714
1713579151,20.00648,56.53315,18.31,1004.04,48.46,21.11376,2.221714
1713579161,20.05188,56.57283,18.3,1003.97,48.52,20.87205,2.221714
1713579171,20.03586,56.54994,18.32,1004.1,48.59,20.95262,2.221714
1713579181,20.05188,56.52705,18.31,1003.98,48.53,20.95262,2.197299
1713579191,20.03586,56.56977,18.32,1004.08,48.61,20.95262,2.221714
1713579201,20.01984,56.57893,18.31,1004.04,48.6,20.95262,2.221714
1713579211,20.01984,56.61097,18.3,1003.91,48.58,20.95262,2.246128
1713579221,20.03586,56.57893,18.31,1004.06,48.62,21.03319,2.221714
1713579231,20.03586,56.57893,18.31,1004.06,48.63,20.95262,2.221714
1713579241,20.05188,56.55146,18.31,1004.04,48.64,20.95262,2.221714
1713579251,20.01984,56.54689,18.31,1004.06,48.66,21.03319,2.221714
1713579261,20.03586,56.56977,18.31,1003.98,48.57,21.03319,2.221714
1713579271,20.01984,56.57893,18.3,1004.07,48.55,21.03319,2.221714
1713579281,20.03586,56.57893,18.31,1004.08,48.56,20.95262,2.197299
1713579291,20.01984,56.54689,18.32,1004.04,48.58,20.95262,2.221714
1713579301,20.01984,56.61097,18.31,1004.06,48.54,20.95262,2.221714
1713579311,20.01984,56.60029,18.3,1004.05,48.56,20.87205,2.221714
1713579321,20.01984,56.56825,18.3,1004.04,48.56,21.03319,2.246128
1713579331,20.03586,56.62318,18.3,1004.09,48.54,20.95262,2.221714
1713579341,19.99046,56.59571,18.3,1004.07,48.55,20.95262,2.221714
1713579351,20.05188,56.62471,18.29,1004.16,48.55,21.03319,2.221714
1713579361,20.03586,56.61403,18.29,1004.11,48.53,21.03319,2.246128
1713579371,20.00648,56.62013,18.3,1004.09,48.57,21.03319,2.221714
1713579381,19.99046,56.6186,18.29,1004.11,48.6,21.03319,2.221714
1713579391,20.00648,56.58809,18.3,1004.13,48.55,20.95262,2.221714
1713579401,20.01984,56.56825,18.3,1004.12,48.51,20.95262,2.221714
1713579411,20.03586,56.63386,18.3,1004.13,48.61,20.95262,2.246128
1713579421,20.01984,56.61097,18.3,1004.13,48.57,20.95262,2.221714
1713579431,20.01984,56.60029,18.29,1004.06,48.51,21.03319,2.221714
1713579441,20.01984,56.57893,18.31,1004.11,48.57,21.03319,2.221714
1713579451,20.03586,56.57893,18.3,1004.16,48.55,21.03319,2.246128
1713579461,20.00648,56.53315,18.3,1004.13,48.57,21.03319,2.221714
1713579471,20.00648,56.5774,18.3,1004.1,48.55,21.03319,2.197299
1713579481,20.00648,56.59724,18.29,1004.09,48.56,20.95262,2.221714
1713579491,20.01984,56.54689,18.29,1004.17,48.58,21.03319,2.221714
1713579501,20.01984,56.56825,18.29,1004.14,48.59,21.03319,2.221714
1713579511,20.00648,56.56825,18.28,1004.12,48.57,21.03319,2.221714
1713579521,20.00648,56.56825,18.29,1004.11,48.61,20.95262,2.221714
1713579531,20.01984,56.63386,18.29,1004.14,48.59,21.11376,2.221714
1713579541,20.01984,56.64607,18.29,1004.11,48.57,21.03319,2.221714
1713579551,20.00648,56.65217,18.29,1004.11,48.62,20.87205,2.221714
1713579561,20.00648,56.63234,18.3,1004.13,48.48,21.11376,2.221714
1713579571,20.00648,56.62013,18.3,1004.16,48.45,20.87205,2.221714
1713579581,19.99046,56.65065,18.29,1004.17,48.5,20.95262,2.221714
1713579591,20.01984,56.62013,18.3,1004.17,48.49,20.95262,2.221714
1713579601,20.00648,56.5774,18.29,1004.11,48.56,21.03319,2.221714
1713579611,20.00648,56.55452,18.29,1004.14,48.57,20.95262,2.221714
1713579621,20.00648,56.5774,18.28,1004.09,48.59,21.03319,2.221714
1713579631,20.00648,56.58809,18.28,1004.12,48.56,20.87205,2.221714
1713579641,20.00648,56.54536,18.28,1004.14,48.61,20.95262,2.221714
1713579651,20.00648,56.58809,18.28,1004.12,48.54,21.03319,2.221714
1713579661,20.01984,56.56825,18.28,1004.14,48.54,20.95262,2.221714
1713579671,20.00648,56.5774,18.27,1004.16,48.6,20.95262,2.221714
1713579681,20.01984,56.60029,18.28,1004.12,48.58,20.95262,2.221714
1713579691,20.03586,56.60182,18.27,1004.05,48.51,21.03319,2.221714
1713579701,19.99046,56.5652,18.29,1004.16,48.54,21.03319,2.221714
1713579711,20.00648,56.53315,18.28,1004.12,48.51,20.95262,2.221714
1713579721,20.01984,56.54689,18.29,1004.1,48.57,20.95262,2.221714
1713579731,20.00648,56.51332,18.29,1004.17,48.54,21.03319,2.221714
1713579741,19.99046,56.54231,18.29,1004.14,48.49,20.95262,2.221714
1713579751,20.00648,56.53315,18.29,1004.11,48.51,20.95262,2.221714
1713579761,20.01984,56.46907,18.28,1004.1,48.49,20.95262,2.221714
1713579771,20.01984,56.53621,18.27,1004.13,48.49,21.03319,2.221714
1713579781,19.99046,56.53163,18.28,1004.12,48.52,20.87205,2.221714
1713579791,20.00648,56.53315,18.27,1004.08,48.53,20.95262,2.221714
1713579801,20.00648,56.56825,18.27,1004.13,48.5,20.95262,2.221714
1713579811,20.00648,56.59724,18.26,1004.15,48.49,20.95262,2.221714
1713579821,19.99046,56.6186,18.26,1004.16,48.55,20.87205,2.221714
1713579831,19.99046,56.6186,18.26,1004.14,48.57,20.95262,2.221714
1713579841,20.00648,56.55452,18.26,1004.1,48.55,20.95262,2.221714
1713579851,19.99046,56.53163,18.26,1004.11,48.57,20.95262,2.246128
1713579861,20.00648,56.56825,18.25,1004.11,48.52,20.87205,2.221714
1713579871,20.00648,56.54536,18.25,1004.18,48.56,20.87205,2.221714
1713579881,20.00648,56.55452,18.26,1004.16,48.63,20.95262,2.221714
1713579891,19.99046,56.57435,18.26,1004.12,48.63,20.95262,2.221714
1713579901,19.99046,56.5652,18.26,1004.12,48.62,20.87205,2.221714
1713579911,19.99046,56.54231,18.26,1004.17,48.56,21.03319,2.246128
1713579921,19.97711,56.56367,18.26,1004.16,48.53,21.03319,2.221714
1713579931,19.97711,56.61555,18.26,1004.09,48.61,20.87205,2.221714
1713579941,20.00648,56.5774,18.27,1004.15,48.51,20.95262,2.246128
1713579951,20.00648,56.56825,18.27,1004.11,48.51,21.03319,2.221714
1713579961,19.99046,56.53163,18.27,1004.13,48.57,20.95262,2.221714
1713579971,20.00648,56.59724,18.27,1004.08,48.52,20.95262,2.221714
1713579981,19.99046,56.58656,18.27,1004.1,48.56,20.95262,2.221714
1713579991,19.96376,56.62471,18.27,1004.15,48.57,20.87205,2.246128
1713580001,19.97711,56.52858,18.26,1004.12,48.52,21.03319,2.221714
1713580011,19.99046,56.54231,18.27,1004.05,48.51,21.03319,2.221714
1713580021,19.99046,56.53163,18.26,1004.07,48.5,21.03319,2.246128
1713580031,20.00648,56.59724,18.26,1004.12,48.52,20.95262,2.246128
1713580041,19.99046,56.54231,18.28,1004.12,48.54,21.03319,2.221714
1713580051,19.99046,56.51942,18.27,1004.13,48.49,20.95262,2.221714
1713580061,19.97711,56.51789,18.27,1004.07,48.5,20.95262,2.221714
1713580071,19.97711,56.54078,18.28,1004.14,48.53,20.95262,2.221714
1713580081,19.99046,56.54231,18.28,1004.17,48.49,20.95262,2.221714
1713580091,19.97711,56.56367,18.27,1004.11,48.53,21.03319,2.221714
1713580101,19.99046,56.55146,18.28,1004.1,48.61,20.87205,2.221714
1713580111,19.99046,56.53163,18.28,1004.12,48.56,21.03319,2.221714
1713580121,19.99046,56.55146,18.29,1004.14,48.48,21.03319,2.221714
1713580131,19.97711,56.50874,18.28,1004.12,48.55,21.03319,2.221714
1713580141,19.97711,56.54078,18.29,1004.13,48.5,20.95262,2.221714
1713580151,19.99046,56.51942,18.28,1004.12,48.46,20.87205,2.221714
1713580161,19.99046,56.49653,18.28,1004.1,48.52,20.87205,2.221714
1713580171,20.00648,56.47822,18.29,1004.13,48.47,20.95262,2.221714
1713580181,19.96376,56.46296,18.29,1004.08,48.53,21.03319,2.221714
1713580191,19.96376,56.54078,18.29,1004.14,48.5,20.95262,2.221714
1713580201,19.97711,56.56367,18.28,1004.07,48.43,21.03319,2.221714
1713580211,19.96376,56.59266,18.3,1004.07,48.46,21.03319,2.221714
1713580221,20.00648,56.54536,18.29,1004.19,48.47,21.03319,2.221714
1713580231,19.97711,56.48585,18.27,1004.11,48.46,20.95262,2.221714
1713580241,20.00648,56.45839,18.27,1004.07,48.48,20.95262,2.221714
1713580251,19.97711,56.49653,18.28,1004.12,48.49,21.03319,2.221714
1713580261,19.99046,56.49653,18.26,1004.07,48.45,20.95262,2.221714
1713580271,20.00648,56.53315,18.26,1004.12,48.49,20.87205,2.221714
1713580281,19.97711,56.51789,18.27,1004.18,48.42,21.03319,2.221714
1713580291,19.99046,56.53163,18.27,1004.11,48.47,20.95262,2.221714
1713580301,19.99046,56.51027,18.27,1004.13,48.43,21.03319,2.246128
1713580311,19.97711,56.52858,18.27,1004.13,48.42,21.03319,2.221714
1713580321,20.00648,56.53315,18.27,1004.16,48.49,20.95262,2.221714
1713580331,20.00648,56.52247,18.26,1004.09,48.51,20.87205,2.221714
1713580341,19.99046,56.5652,18.26,1004.09,48.43,21.03319,2.221714
1713580351,19.96376,56.48585,18.26,1004.17,48.48,20.95262,2.221714
1713580361,20.00648,56.52247,18.26,1004.1,48.51,21.03319,2.221714
1713580371,19.99046,56.4767,18.26,1004.16,48.44,20.95262,2.221714
1713580381,19.99046,56.51027,18.26,1004.18,48.47,20.87205,2.221714
1713580391,19.97711,56.52858,18.25,1004.1,48.48,20.79148,2.221714
1713580401,19.99046,56.53163,18.26,1004.18,48.52,20.95262,2.221714
1713580411,19.97711,56.49653,18.26,1004.16,48.55,20.87205,2.221714
1713580421,20.00648,56.44464,18.26,1004.12,48.49,20.95262,2.221714
1713580431,19.99046,56.44159,18.27,1004.15,48.48,20.95262,2.221714
1713580441,19.99046,56.49653,18.26,1004.2,48.47,21.03319,2.246128
1713580451,19.99046,56.51027,18.26,1004.11,48.55,20.87205,2.221714
1713580461,19.99046,56.43244,18.27,1004.15,48.5,21.03319,2.221714
1713580471,19.99046,56.46754,18.26,1004.11,48.46,20.95262,2.221714
1713580481,19.99046,56.44159,18.26,1004.15,48.5,20.95262,2.221714
1713580491,19.97711,56.47364,18.26,1004.14,48.5,21.03319,2.221714
1713580501,19.97711,56.46449,18.26,1004.08,48.51,20.87205,2.221714
1713580511,19.99046,56.46754,18.26,1004.15,48.5,21.03319,2.221714
1713580521,19.97711,56.50874,18.27,1004.13,48.45,20.95262,2.221714
1713580531,19.99046,56.49653,18.27,1004.1,48.45,20.95262,2.221714
1713580541,19.97711,56.45381,18.27,1004.1,48.43,20.87205,2.221714
1713580551,19.97711,56.44159,18.26,1004.15,48.42,20.95262,2.221714
1713580561,19.96376,56.47212,18.26,1004.15,48.42,21.03319,2.221714
1713580571,20.00648,56.44464,18.26,1004.08,48.47,20.87205,2.221714
1713580581,20.00648,56.49958,18.26,1004.18,48.43,21.03319,2.221714
1713580591,19.97711,56.47364,18.26,1004.12,48.39,20.95262,2.246128
1713580601,19.99046,56.46754,18.26,1004.15,48.43,20.95262,2.221714
1713580611,19.99046,56.4126,18.26,1004.18,48.44,20.95262,2.221714
1713580621,19.97711,56.47364,18.26,1004.15,48.42,20.95262,2.221714
1713580631,19.96376,56.46296,18.26,1004.15,48.45,20.87205,2.221714
1713580641,19.99046,56.46754,18.26,1004.17,48.52,20.87205,2.221714
1713580651,19.97711,56.47364,18.27,1004.18,48.47,20.87205,2.221714
1713580661,19.97711,56.50874,18.26,1004.09,48.42,21.03319,2.221714
1713580671,19.97711,56.50874,18.26,1004.1,48.46,21.03319,2.246128
1713580681,19.97711,56.44159,18.26,1004.15,48.4,21.11376,2.221714
1713580691,19.96376,56.46296,18.26,1004.16,48.42,20.95262,2.221714
1713580701,19.97711,56.47364,18.26,1004.15,48.42,20.95262,2.221714
1713580711,19.97711,56.45381,18.26,1004.16,48.42,20.87205,2.221714
1713580721,19.97711,56.44159,18.25,1004.18,48.45,20.87205,2.221714
1713580731,19.97711,56.38971,18.26,1004.18,48.42,20.95262,2.221714
1713580741,20.00648,56.38056,18.25,1004.12,48.42,20.95262,2.221714
1713580751,19.97711,56.4187,18.25,1004.1,48.4,20.87205,2.221714
1713580761,19.96376,56.45076,18.25,1004.18,48.42,20.95262,2.221714
1713580771,19.97711,56.43091,18.25,1004.18,48.47,20.87205,2.221714
1713580781,19.97711,56.44159,18.25,1004.18,48.44,20.95262,2.221714
1713580791,19.99046,56.38971,18.25,1004.2,48.44,20.95262,2.221714
1713580801,20.00648,56.38056,18.26,1004.16,48.46,20.87205,2.221714
1713580811,19.96376,56.33173,18.25,1004.12,48.47,20.95262,2.246128
1713580821,19.99046,56.4126,18.25,1004.15,48.43,21.03319,2.221714
1713580831,19.99046,56.43244,18.25,1004.11,48.44,20.95262,2.221714
1713580841,19.99046,56.43244,18.25,1004.12,48.42,20.87205,2.221714
1713580851,19.99046,56.46754,18.24,1004.19,48.41,20.95262,2.221714
1713580861,19.97711,56.39887,18.24,1004.19,48.42,20.87205,2.221714
1713580871,19.97711,56.39887,18.24,1004.15,48.55,20.95262,2.221714
1713580881,19.97711,56.39887,18.24,1004.18,48.52,20.95262,2.221714
1713580891,19.96376,56.4187,18.25,1004.14,48.55,20.87205,2.221714
1713580901,19.97711,56.36377,18.25,1004.2,48.44,20.87205,2.221714
1713580911,19.96376,56.38666,18.26,1004.16,48.49,20.87205,2.221714
1713580921,19.97711,56.38971,18.26,1004.19,48.41,20.87205,2.246128
1713580931,19.97711,56.40955,18.25,1004.2,48.41,20.95262,2.221714
1713580941,19.96376,56.39582,18.25,1004.17,48.41,20.95262,2.221714
1713580951,19.96376,56.35309,18.26,1004.18,48.44,20.95262,2.221714
1713580961,19.99046,56.38971,18.25,1004.23,48.49,20.87205,2.221714
1713580971,19.99046,56.37751,18.25,1004.18,48.41,20.95262,2.221714
1713580981,19.97711,56.38971,18.25,1004.15,48.41,20.95262,2.221714
1713580991,19.96376,56.36377,18.26,1004.16,48.39,20.95262,2.246128
1713581001,19.95041,56.37293,18.25,1004.18,48.42,20.95262,2.221714
1713581011,19.97711,56.38971,18.25,1004.2,48.4,20.87205,2.246128
1713581021,19.99046,56.42176,18.26,1004.18,48.43,20.95262,2.246128
1713581031,19.99046,56.38971,18.26,1004.19,48.4,21.03319,2.221714
1713581041,19.97711,56.34394,18.26,1004.18,48.43,20.95262,2.246128
1713581051,19.97711,56.39887,18.26,1004.22,48.42,21.03319,2.221714
1713581061,19.96376,56.36377,18.26,1004.19,48.38,20.87205,2.221714
1713581071,19.97711,56.36377,18.26,1004.16,48.47,21.03319,2.246128
1713581081,19.97711,56.36377,18.26,1004.18,48.42,21.03319,2.246128
1713581091,19.99046,56.36683,18.26,1004.16,48.39,20.87205,2.221714
1713581101,19.97711,56.38971,18.26,1004.17,48.38,20.95262,2.221714
1713581111,19.99046,56.36683,18.27,1004.19,48.36,20.87205,2.221714
1713581121,19.96376,56.39582,18.26,1004.19,48.37,20.87205,2.221714
1713581131,19.95041,56.40497,18.26,1004.16,48.32,20.95262,2.246128
1713581141,19.95041,56.37293,18.26,1004.16,48.4,21.03319,2.246128
1713581151,19.97711,56.40955,18.26,1004.11,48.47,20.95262,2.246128
1713581161,19.97711,56.37598,18.26,1004.08,48.35,20.95262,2.221714
1713581171,19.97711,56.36377,18.26,1004.23,48.33,21.03319,2.221714
1713581181,19.95041,56.35004,18.26,1004.13,48.36,20.95262,2.221714
1713581191,19.96376,56.28901,18.26,1004.18,48.37,20.87205,2.221714
1713581201,19.97711,56.36377,18.25,1004.18,48.38,20.87205,2.221714
1713581211,19.97711,56.34394,18.26,1004.21,48.4,20.95262,2.246128
1713581221,19.96376,56.32105,18.26,1004.23,48.36,20.95262,2.221714
1713581231,19.97711,56.31189,18.26,1004.25,48.4,21.03319,2.246128
1713581241,19.97711,56.31189,18.26,1004.15,48.38,20.95262,2.221714
1713581251,19.96376,56.26612,18.26,1004.16,48.35,20.87205,2.197299
1713581261,19.93439,56.35004,18.26,1004.26,48.37,21.03319,2.221714
1713581271,19.96376,56.35309,18.26,1004.18,48.32,20.95262,2.246128
1713581281,19.96376,56.35309,18.25,1004.2,48.42,20.95262,2.221714
1713581291,19.97711,56.29053,18.25,1004.2,48.34,20.95262,2.221714
1713581301,19.97711,56.32105,18.24,1004.24,48.34,20.87205,2.221714
1713581311,19.96376,56.33173,18.25,1004.17,48.43,20.95262,2.221714
1713581321,19.96376,56.28901,18.25,1004.28,48.39,20.87205,2.221714
1713581331,19.96376,56.28901,18.24,1004.19,48.4,20.87205,2.221714
1713581341,19.95041,56.35004,18.26,1004.21,48.43,20.95262,2.221714
1713581351,19.95041,56.37293,18.26,1004.25,48.41,20.95262,2.246128
1713581361,19.96376,56.33173,18.26,1004.21,48.43,20.95262,2.221714
1713581371,19.97711,56.33478,18.26,1004.18,48.36,20.87205,2.221714
1713581381,19.95041,56.318,18.25,1004.17,48.32,20.87205,2.221714
1713581391,19.96376,56.28901,18.26,1004.21,48.33,20.95262,2.221714
1713581401,19.96376,56.32105,18.26,1004.21,48.37,20.87205,2.246128
1713581411,19.93439,56.30732,18.25,1004.2,48.36,21.03319,2.221714
1713581421,19.97711,56.33478,18.25,1004.25,48.36,20.87205,2.221714
1713581431,19.96376,56.36377,18.25,1004.26,48.32,20.87205,2.246128
1713581441,19.96376,56.33173,18.25,1004.23,48.33,20.87205,2.246128
1713581451,19.93439,56.32715,18.25,1004.28,48.31,21.03319,2.221714
1713581461,19.96376,56.32105,18.25,1004.22,48.31,20.95262,2.246128
1713581471,19.96376,56.33173,18.24,1004.18,48.32,21.03319,2.221714
1713581481,19.93439,56.31647,18.24,1004.24,48.29,20.87205,2.221714
1713581491,19.95041,56.318,18.23,1004.28,48.3,20.87205,2.221714
1713581501,19.95041,56.33936,18.23,1004.22,48.3,20.79148,2.221714
1713581511,19.95041,56.37293,18.22,1004.21,48.38,20.95262,2.221714
1713581521,19.95041,56.41718,18.24,1004.21,48.33,20.95262,2.221714
1713581531,19.95041,56.39429,18.22,1004.24,48.39,21.03319,2.221714
1713581541,19.95041,56.37293,18.23,1004.22,48.4,20.95262,2.221714
1713581551,19.96376,56.38666,18.22,1004.21,48.41,20.95262,2.221714
1713581561,19.93439,56.3714,18.23,1004.23,48.41,20.87205,2.221714
1713581571,19.95041,56.37293,18.24,1004.21,48.4,20.95262,2.246128
1713581581,19.95041,56.38514,18.23,1004.24,48.39,20.95262,2.221714
1713581591,19.95041,56.28595,18.24,1004.23,48.37,20.87205,2.246128
1713581601,19.95041,56.29511,18.23,1004.31,48.39,21.03319,2.221714
1713581611,19.93439,56.26154,18.22,1004.21,48.42,20.95262,2.221714
1713581621,19.93439,56.30732,18.23,1004.25,48.43,20.87205,2.246128
1713581631,19.95041,56.33936,18.23,1004.24,48.4,20.87205,2.221714
1713581641,19.95041,56.3302,18.23,1004.28,48.33,20.95262,2.221714
1713581651,19.95041,56.3302,18.22,1004.21,48.31,20.87205,2.221714
1713581661,19.95041,56.33936,18.22,1004.26,48.34,20.79148,2.246128
1713581671,19.95041,56.33936,18.22,1004.26,48.34,20.79148,2.221714
1713581681,19.93439,56.35004,18.23,1004.27,48.43,20.87205,2.221714
1713581691,19.95041,56.36225,18.23,1004.28,48.46,20.87205,2.221714
1713581701,19.96376,56.37598,18.23,1004.28,48.39,20.87205,2.221714
1713581711,19.95041,56.33936,18.23,1004.27,48.38,20.95262,2.246128
1713581721,19.95041,56.33936,18.22,1004.31,48.36,20.79148,2.221714
1713581731,19.96376,56.37598,18.22,1004.26,48.34,20.87205,2.221714
1713581741,19.95041,56.36225,18.22,1004.34,48.39,20.87205,2.221714
1713581751,19.92104,56.34851,18.22,1004.28,48.35,20.79148,2.246128
1713581761,19.95041,56.3302,18.22,1004.28,48.32,20.95262,2.246128
1713581771,19.95041,56.33936,18.2,1004.23,48.36,20.95262,2.221714
1713581781,19.93439,56.35004,18.22,1004.2,48.33,20.95262,2.221714
1713581791,19.92104,56.30426,18.21,1004.27,48.31,21.03319,2.221714
1713581801,19.95041,56.29511,18.22,1004.34,48.31,20.79148,2.246128
1713581811,19.95041,56.318,18.21,1004.29,48.34,20.95262,2.221714
1713581821,19.95041,56.36225,18.2,1004.15,48.38,20.95262,2.221714
1713581831,19.93439,56.3714,18.22,1004.26,48.34,20.87205,2.221714
1713581841,19.95041,56.35004,18.22,1004.34,48.37,20.95262,2.246128
1713581851,19.93439,56.31647,18.22,1004.29,48.39,20.87205,2.221714
1713581861,19.92104,56.29358,18.22,1004.26,48.34,20.87205,2.246128
